player,buyer,seller,season_id,premium_ratio,premium_ratio_w,hedonic_residual,pi_hedonic_pct,age,position_group,is_attacker,is_midfielder,is_defender,log_fee,log_mv,fee,market_value,revenue_sales,log_revenue,n_sales,max_sale,total_spend,n_buys,net_balance,net_transfer_record,squad_size,average_age,national_team_players,in_degree,out_degree,pagerank,in_strength,out_strength,net_flow,season_id.1,season_2024,season_2025,age_sq,competition_code_jupiler-pro-league,competition_code_laliga,competition_code_liga-portugal,competition_code_ligue-1,competition_code_premier-league,competition_code_serie-a,log_fee_hat,premio_reinvestimento
Otávio,FC Porto,Famalicão,2023,3.103333333333333,3.103333333333333,1.1021992208526823,201.07806105697867,21,Defender,0,0,1,16.325922579395403,14.914123179965662,12310000.0,3000000.0,67000000.0,18.02020319228061,2,60000000.0,58510000.0,5,8490000.0,-24490000.0,27.0,26.4,13.0,4,0,0.0037432462081941,58510000.0,0.0,-58510000.0,2023,0,0,441,0,0,1,0,0,0,15.256928225002207,1.0689943543931957
Iván Jaime,FC Porto,Famalicão,2023,1.0,1.0,0.5710500590250991,77.01249477397106,22,Midfielder,0,1,0,16.118095750958314,15.424948670398354,10000000.0,5000000.0,67000000.0,18.02020319228061,2,60000000.0,58510000.0,5,8490000.0,-24490000.0,27.0,26.4,13.0,4,0,0.0037432462081941,58510000.0,0.0,-58510000.0,2023,0,0,484,0,0,1,0,0,0,15.551843406694395,0.5662523442639191
Alan Varela,FC Porto,Boca Juniors,2023,-0.1111111111111111,-0.1111111111111111,-0.1695513009441374,-15.595656331062946,22,Midfielder,0,1,0,15.894952224644102,16.012735246411598,8000000.0,9000000.0,67000000.0,18.02020319228061,2,60000000.0,58510000.0,5,8490000.0,-24490000.0,27.0,26.4,13.0,4,0,0.0037432462081941,58510000.0,0.0,-58510000.0,2023,0,0,484,0,0,1,0,0,0,15.802537462944063,0.0924147617000397
Fran Navarro,FC Porto,Gil Vicente,2023,-0.4615384615384615,-0.4615384615384615,-0.4869193457880119,-38.54834395432435,25,Attacker,1,0,0,15.76142084987672,16.380459992348886,7000000.0,13000000.0,67000000.0,18.02020319228061,2,60000000.0,58510000.0,5,8490000.0,-24490000.0,27.0,26.4,13.0,4,0,0.0037432462081941,58510000.0,0.0,-58510000.0,2023,0,0,625,0,0,1,0,0,0,16.250365988966177,-0.48894513908945747
Bruma,SC Braga,Fenerbahçe,2023,0.0916666666666665,0.0916666666666665,0.375356591853702,45.55104464429589,28,Attacker,1,0,0,15.694975760283178,15.607270193858982,6550000.0,6000000.0,10940000.0,16.207936446365782,7,3000000.0,19050000.0,6,-8110000.0,15240000.0,28.0,25.5,9.0,5,0,0.003297445313612,19050000.0,0.0,-19050000.0,2023,0,0,784,0,0,1,0,0,0,15.44321108207814,0.25176467820503845
Rodrigo Zalazar,SC Braga,FC Schalke 04,2023,0.5,0.5,0.3393500173072965,40.403479020711686,23,Midfielder,0,1,0,15.607270193858982,15.201805169084134,6000000.0,4000000.0,10940000.0,16.207936446365782,7,3000000.0,19050000.0,6,-8110000.0,15240000.0,28.0,25.5,9.0,5,0,0.003297445313612,19050000.0,0.0,-19050000.0,2023,0,0,529,0,0,1,0,0,0,15.009627698896333,0.5976424949626491
Vítor Carvalho,SC Braga,Gil Vicente,2023,-0.5800000000000001,-0.5800000000000001,-0.6588726577879882,-48.256578752769066,26,Midfielder,0,1,0,14.557448378884017,15.424948670398354,2100000.0,5000000.0,10940000.0,16.207936446365782,7,3000000.0,19050000.0,6,-8110000.0,15240000.0,28.0,25.5,9.0,5,0,0.003297445313612,19050000.0,0.0,-19050000.0,2023,0,0,676,0,0,1,0,0,0,14.816497609459649,-0.25904923057563245
Víctor Gómez,SC Braga,Espanyol,2023,-0.6,-0.6,-0.9994079446355107,-63.19028056436957,23,Defender,0,0,1,14.508658238524095,15.424948670398354,2000000.0,5000000.0,10940000.0,16.207936446365782,7,3000000.0,19050000.0,6,-8110000.0,15240000.0,28.0,25.5,9.0,5,0,0.003297445313612,19050000.0,0.0,-19050000.0,2023,0,0,529,0,0,1,0,0,0,15.394440550924813,-0.8857823124007176
Sikou Niakaté,SC Braga,Guingamp,2023,-0.55,-0.55,-0.9083240531715848,-59.68007348323145,23,Defender,0,0,1,14.403297778421797,15.201805169084134,1800000.0,4000000.0,10940000.0,16.207936446365782,7,3000000.0,19050000.0,6,-8110000.0,15240000.0,28.0,25.5,9.0,5,0,0.003297445313612,19050000.0,0.0,-19050000.0,2023,0,0,529,0,0,1,0,0,0,14.765920730864407,-0.3626229524426101
Adrián Marín,SC Braga,Gil Vicente,2023,-0.6,-0.6,-0.8954192042626961,-59.1564058201627,26,Defender,0,0,1,13.304686600863562,14.220976332738882,600000.0,1500000.0,10940000.0,16.207936446365782,7,3000000.0,19050000.0,6,-8110000.0,15240000.0,28.0,25.5,9.0,5,0,0.003297445313612,19050000.0,0.0,-19050000.0,2023,0,0,676,0,0,1,0,0,0,13.281486470140097,0.02320013072346505
Viktor Gyökeres,Sporting CP,Coventry,2023,0.8461538461538463,0.8461538461538463,0.7452242343141542,110.6913921566024,25,Attacker,1,0,0,16.993564429978885,16.380459992348886,24000000.0,13000000.0,124380000.0,18.638851961679894,6,60000000.0,75450000.0,6,48930000.0,43500000.0,25.0,25.4,13.0,6,0,0.0051091695913173,75450000.0,0.0,-75450000.0,2023,0,0,625,0,0,1,0,0,0,16.250365988966177,0.7431984410127086
Morten Hjulmand,Sporting CP,Lecce,2023,0.3,0.3,0.4370786463576017,54.817787433773255,24,Midfielder,0,1,0,16.785925074816024,16.52356082573315,19500000.0,15000000.0,124380000.0,18.638851961679894,6,60000000.0,75450000.0,6,48930000.0,43500000.0,25.0,25.4,13.0,6,0,0.0051091695913173,75450000.0,0.0,-75450000.0,2023,0,0,576,0,0,1,0,0,0,16.566966887018047,0.21895818779797693
Francisco Trincão,Sporting CP,Barcelona,2023,0.1999999999999999,0.1999999999999999,0.2743547791422678,31.56815188740756,23,Midfielder,0,1,0,16.705882371415992,16.52356082573315,18000000.0,15000000.0,124380000.0,18.638851961679894,6,60000000.0,75450000.0,6,48930000.0,43500000.0,25.0,25.4,13.0,6,0,0.0051091695913173,75450000.0,0.0,-75450000.0,2023,0,0,529,0,0,1,0,0,0,16.566942614168035,0.13893975724795737
Iván Fresneda,Sporting CP,Real Valladolid,2023,-0.4,-0.4,-0.8758998199803365,-58.351293938770496,18,Defender,0,0,1,16.012735246411598,16.52356082573315,9000000.0,15000000.0,124380000.0,18.638851961679894,6,60000000.0,75450000.0,6,48930000.0,43500000.0,25.0,25.4,13.0,6,0,0.0051091695913173,75450000.0,0.0,-75450000.0,2023,0,0,324,0,0,1,0,0,0,16.315174747997364,-0.3024395015857664
Koba Koindredi,Sporting CP,Estoril,2023,4.3125,4.3125,1.3286960066417155,277.6118611922784,22,Midfielder,0,1,0,15.26242977619469,13.592368256649284,4250000.0,800000.0,124380000.0,18.638851961679894,6,60000000.0,75450000.0,6,48930000.0,43500000.0,25.0,25.4,13.0,6,0,0.0051091695913173,75450000.0,0.0,-75450000.0,2023,0,0,484,0,0,1,0,0,0,14.152298049538027,1.1101317266566628
Rafael Pontelo,Sporting CP,Leixões,2023,0.8666666666666667,0.8666666666666667,-0.0169334505394136,-1.679090909027836,20,Defender,0,0,1,13.45883704259595,12.83468397161566,700000.0,375000.0,124380000.0,18.638851961679894,6,60000000.0,75450000.0,6,48930000.0,43500000.0,25.0,25.4,13.0,6,0,0.0051091695913173,75450000.0,0.0,-75450000.0,2023,0,0,400,0,0,1,0,0,0,13.407594413865592,0.051242628730358675
Vladislav Morozov,FC Arouca,Dinamo Minsk,2023,-0.6666666666666667,-0.6666666666666667,-1.4513554067739296,-76.57480326193406,23,Attacker,1,0,0,12.611541086966117,13.71015115341694,300000.0,900000.0,8200000.0,15.919644834185693,3,3200000.0,933000.0,4,7267000.0,1830000.0,27.0,25.1,1.0,4,0,0.0056239658982033,933000.0,0.0,-933000.0,2023,0,0,529,0,0,1,0,0,0,13.504315434828674,-0.8927743478625576
Ricardo Mangas,Vitória Guimarães SC,Boavista,2023,-0.4,-0.4,-0.5726358155246203,-43.59634924769084,25,Defender,0,0,1,13.71015115341694,14.220976332738882,900000.0,1500000.0,24900000.0,17.030378401595577,10,8000000.0,2642000.0,6,22258000.0,4750000.0,24.0,24.9,2.0,6,0,0.0056094431698121,2642000.0,0.0,-2642000.0,2023,0,0,625,0,0,1,0,0,0,13.271123557197468,0.4390275962194714
Telmo Arcanjo,Vitória Guimarães SC,Tondela,2023,-0.508,-0.508,-1.1320956476275157,-67.76434426007087,22,Attacker,1,0,0,13.106236027992704,13.815511557963774,492000.0,1000000.0,24900000.0,17.030378401595577,10,8000000.0,2642000.0,6,22258000.0,4750000.0,24.0,24.9,2.0,6,0,0.0056094431698121,2642000.0,0.0,-2642000.0,2023,0,0,484,0,0,1,0,0,0,13.81083683471413,-0.7046008067214267
Zé Carlos,Vitória Guimarães SC,Varzim,2023,-0.8,-0.8,-1.9238483703929263,-85.39564633191034,21,Midfielder,0,1,0,12.899222326086994,14.508658238524095,400000.0,2000000.0,24900000.0,17.030378401595577,10,8000000.0,2642000.0,6,22258000.0,4750000.0,24.0,24.9,2.0,6,0,0.0056094431698121,2642000.0,0.0,-2642000.0,2023,0,0,441,0,0,1,0,0,0,13.945186398031266,-1.0459640719442724
Nuno Santos,Vitória Guimarães SC,Charlotte,2023,-0.88,-0.8601666666666667,-2.15993042561666,-88.46671951123292,24,Midfielder,0,1,0,12.611541086966117,14.731801689838347,300000.0,2500000.0,24900000.0,17.030378401595577,10,8000000.0,2642000.0,6,22258000.0,4750000.0,24.0,24.9,2.0,6,0,0.0056094431698121,2642000.0,0.0,-2642000.0,2023,0,0,576,0,0,1,0,0,0,13.711779520205557,-1.10023843323944
Adrián Butzke,Vitória Guimarães SC,Granada CF,2023,-0.25,-0.25,-0.6547731581725227,-48.04409249173756,24,Attacker,1,0,0,12.611541086966117,12.899222326086994,300000.0,400000.0,24900000.0,17.030378401595577,10,8000000.0,2642000.0,6,22258000.0,4750000.0,24.0,24.9,2.0,6,0,0.0056094431698121,2642000.0,0.0,-2642000.0,2023,0,0,576,0,0,1,0,0,0,13.22256603755466,-0.6110249505885434
Tomás Ribeiro,Vitória Guimarães SC,Grasshoppers,2023,-0.8333333333333334,-0.8333333333333334,-1.9362479359204805,-85.57563447463473,24,Defender,0,0,1,12.429220196836384,14.220976332738882,250000.0,1500000.0,24900000.0,17.030378401595577,10,8000000.0,2642000.0,6,22258000.0,4750000.0,24.0,24.9,2.0,6,0,0.0056094431698121,2642000.0,0.0,-2642000.0,2023,0,0,576,0,0,1,0,0,0,13.231148522160382,-0.8019283253239973
Paulo Victor,GD Chaves,Ituano,2023,-0.1111111111111111,-0.1111111111111111,-0.636144281843487,-47.06711832772426,22,Attacker,1,0,0,12.899222326086994,13.017005083966255,400000.0,450000.0,450000.0,13.017005083966255,1,450000.0,850000.0,3,-400000.0,-200000.0,27.0,27.6,3.0,3,0,0.0045374621476266,850000.0,0.0,-850000.0,2023,0,0,484,0,0,1,0,0,0,13.296039990891208,-0.3968176648042139
Kelechi Nwakali,GD Chaves,Ponferradina,2023,-0.6875,-0.6875,-1.2564700812706828,-71.53437430547432,25,Midfielder,0,1,0,12.429220196836384,13.592368256649284,250000.0,800000.0,450000.0,13.017005083966255,1,450000.0,850000.0,3,-400000.0,-200000.0,27.0,27.6,3.0,3,0,0.0045374621476266,850000.0,0.0,-850000.0,2023,0,0,625,0,0,1,0,0,0,13.15757962000583,-0.7283594231694455
Mirko Topić,FC Famalicão,Vojvodina,2023,-0.6,-0.6,-1.121322282249606,-67.41515739158865,22,Midfielder,0,1,0,13.815511557963774,14.731801689838347,1000000.0,2500000.0,26510000.0,17.09303261598682,3,12310000.0,4000000.0,6,22510000.0,450000.0,25.0,24.4,2.0,6,0,0.0046454921910621,4000000.0,0.0,-4000000.0,2023,0,0,484,0,0,1,0,0,0,14.165686072707219,-0.3501745147434452
Francisco Moura,FC Famalicão,Braga,2023,-0.7142857142857143,-0.7142857142857143,-1.378555961415719,-74.80580838417177,23,Defender,0,0,1,13.815511557963774,15.068273812173889,1000000.0,3500000.0,26510000.0,17.09303261598682,3,12310000.0,4000000.0,6,22510000.0,450000.0,25.0,24.4,2.0,6,0,0.0046454921910621,4000000.0,0.0,-4000000.0,2023,0,0,529,0,0,1,0,0,0,14.615346403015032,-0.799834845051258
Otso Liimatta,FC Famalicão,AC Oulu,2023,0.0,0.0,-0.6238301529034977,-46.41124455659556,19,Midfielder,0,1,0,13.304686600863562,13.304686600863562,600000.0,600000.0,26510000.0,17.09303261598682,3,12310000.0,4000000.0,6,22510000.0,450000.0,25.0,24.4,2.0,6,0,0.0046454921910621,4000000.0,0.0,-4000000.0,2023,0,0,361,0,0,1,0,0,0,13.953446246820718,-0.6487596459571563
Alexandru Dobre,FC Famalicão,Dijon,2023,-0.6,-0.6,-1.1252336074223628,-67.54237303871938,24,Attacker,1,0,0,13.304686600863562,14.220976332738882,600000.0,1500000.0,26510000.0,17.09303261598682,3,12310000.0,4000000.0,6,22510000.0,450000.0,25.0,24.4,2.0,6,0,0.0046454921910621,4000000.0,0.0,-4000000.0,2023,0,0,576,0,0,1,0,0,0,13.253636229368526,0.05105037149503566
Otávio,FC Famalicão,Flamengo,2023,-0.1666666666666666,-0.1666666666666666,-0.6844907037758183,-49.5653473749088,21,Defender,0,0,1,13.122365377402328,13.304686600863562,500000.0,600000.0,26510000.0,17.09303261598682,3,12310000.0,4000000.0,6,22510000.0,450000.0,25.0,24.4,2.0,6,0,0.0046454921910621,4000000.0,0.0,-4000000.0,2023,0,0,441,0,0,1,0,0,0,13.652518694251338,-0.5301533168490096
Óscar Aranda,FC Famalicão,RM Castilla,2023,-0.25,-0.25,-0.9028166496184298,-59.457469680391306,21,Attacker,1,0,0,12.611541086966117,12.899222326086994,300000.0,400000.0,26510000.0,17.09303261598682,3,12310000.0,4000000.0,6,22510000.0,450000.0,25.0,24.4,2.0,6,0,0.0046454921910621,4000000.0,0.0,-4000000.0,2023,0,0,441,0,0,1,0,0,0,13.256705760200315,-0.6451646732341985
Róbert Boženík,Boavista FC,Feyenoord,2023,0.0,0.0,-0.3401389538411425,-28.832877878172447,23,Attacker,1,0,0,13.815511557963774,13.815511557963774,1000000.0,1000000.0,4150000.0,15.238619133170708,3,3000000.0,2000000.0,2,2150000.0,100000.0,3.0,20.3,0.0,2,0,0.0023998456481207,2000000.0,0.0,-2000000.0,2023,0,0,529,0,0,1,0,0,0,13.691351154884952,0.1241604030788217
Bruno Onyemaechi,Boavista FC,Feirense,2023,-0.6,-0.6,-0.999661609660695,-63.199628349158246,24,Defender,0,0,1,13.815511557963774,14.731801689838347,1000000.0,2500000.0,4150000.0,15.238619133170708,3,3000000.0,2000000.0,2,2150000.0,100000.0,3.0,20.3,0.0,2,0,0.0023998456481207,2000000.0,0.0,-2000000.0,2023,0,0,576,0,0,1,0,0,0,13.847272163063893,-0.03176060510011958
Diogo Nascimento,FC Vizela,Benfica B,2023,15.0,8.54399999999996,2.0437478867919587,671.9512748310598,20,Midfielder,0,1,0,14.508658238524095,11.736077016252436,2000000.0,125000.0,1800000.0,14.403297778421797,2,1000000.0,2600000.0,2,-800000.0,4700000.0,30.0,26.6,6.0,2,0,0.0034509583970499,2600000.0,0.0,-2600000.0,2023,0,0,400,0,0,1,0,0,0,13.917939512549793,0.5907187259743019
Samuel Essende,FC Vizela,SM Caen,2023,-0.6,-0.6,-0.9598712797917576,-61.70582186293836,26,Attacker,1,0,0,13.304686600863562,14.220976332738882,600000.0,1500000.0,1800000.0,14.403297778421797,2,1000000.0,2600000.0,2,-800000.0,4700000.0,30.0,26.6,6.0,2,0,0.0034509583970499,2600000.0,0.0,-2600000.0,2023,0,0,676,0,0,1,0,0,0,13.307049608780305,-0.002363007916743598
Roko Baturina,Gil Vicente FC,Ferencváros,2023,-0.25,-0.25,-0.6545197354448646,-48.03088239066165,23,Attacker,1,0,0,13.304686600863562,13.592368256649284,600000.0,800000.0,9900000.0,16.108045416114916,4,7000000.0,1773000.0,4,8127000.0,31400000.0,28.0,24.9,2.0,4,0,0.0056239658982033,1773000.0,0.0,-1773000.0,2023,0,0,529,0,0,1,0,0,0,13.498366919648804,-0.19368031878524228
Jesús Castillo,Gil Vicente FC,Sport. Cristal,2023,-0.3333333333333333,-0.3333333333333333,-0.7545519870530164,-52.97792654784889,22,Midfielder,0,1,0,13.122365377402328,13.527829818844936,500000.0,750000.0,9900000.0,16.108045416114916,4,7000000.0,1773000.0,4,8127000.0,31400000.0,28.0,24.9,2.0,4,0,0.0056239658982033,1773000.0,0.0,-1773000.0,2023,0,0,484,0,0,1,0,0,0,13.985641885262755,-0.8632765078604265
Felipe Silva,Gil Vicente FC,Avaí FC,2023,3.73,3.73,0.8373645735780357,131.0276798878822,21,Defender,0,0,1,13.06685278163674,11.51293546492023,473000.0,100000.0,9900000.0,16.108045416114916,4,7000000.0,1773000.0,4,8127000.0,31400000.0,28.0,24.9,2.0,4,0,0.0056239658982033,1773000.0,0.0,-1773000.0,2023,0,0,441,0,0,1,0,0,0,13.222513906435427,-0.1556611247986872
Koba Koindredi,GD Estoril Praia,Valencia,2023,2.75,2.75,0.9803894104126876,166.54954907690237,22,Midfielder,0,1,0,14.914123179965662,13.592368256649284,3000000.0,800000.0,12500000.0,16.341239282272525,4,6500000.0,3250000.0,2,9250000.0,2300000.0,23.0,26.5,5.0,2,0,0.0014167487157365,3250000.0,0.0,-3250000.0,2023,0,0,484,0,0,1,0,0,0,14.152298049538027,0.7618251304276349
Rafik Guitane,GD Estoril Praia,Stade Reims,2023,-0.75,-0.75,-1.64374915115323,-80.67464802316518,24,Attacker,1,0,0,12.429220196836384,13.815511557963774,250000.0,1000000.0,12500000.0,16.341239282272525,4,6500000.0,3250000.0,2,9250000.0,2300000.0,23.0,26.5,5.0,2,0,0.0014167487157365,3250000.0,0.0,-3250000.0,2023,0,0,576,0,0,1,0,0,0,13.173781688201322,-0.7445614913649372
Vinícius,Portimonense SAD,Palmeiras,2023,2.75,2.75,1.2629929717836674,253.59947584810675,29,Goalkeeper,0,0,0,14.220976332738882,12.899222326086994,1500000.0,400000.0,2700000.0,14.80876270134486,3,1750000.0,2300000.0,2,400000.0,2730000.0,27.0,25.4,2.0,2,0,0.0034509583970499,2300000.0,0.0,-2300000.0,2023,0,0,841,0,0,1,0,0,0,13.220492692224974,1.0004836405139077
Yong-hak Kim,Portimonense SAD,Pohang Steelers,2023,7.0,7.0,1.2157468092462145,237.2821975012786,20,Attacker,1,0,0,13.592368256649284,11.51293546492023,800000.0,100000.0,2700000.0,14.80876270134486,3,1750000.0,2300000.0,2,400000.0,2730000.0,27.0,25.4,2.0,2,0,0.0034509583970499,2300000.0,0.0,-2300000.0,2023,0,0,400,0,0,1,0,0,0,13.518948968256415,0.07341928839286815
Kobamelo Kodisang,Moreirense FC,Braga B,2023,0.3583333333333334,0.3583333333333334,-0.0120659369626974,-1.1993442707567523,23,Attacker,1,0,0,14.30409118627969,13.997832948091215,1630000.0,1200000.0,0.0,0.0,0,0.0,3330000.0,4,-3330000.0,2500000.0,26.0,24.6,1.0,3,0,0.0038983422943462,3330000.0,0.0,-3330000.0,2023,0,0,529,0,0,1,0,0,0,14.008634482657996,0.29545670362169396
Fabiano,Moreirense FC,Braga,2023,-0.7666666666666666,-0.7666666666666666,-1.5995239883161645,-79.8007584300124,23,Defender,0,0,1,13.45883704259595,14.914123179965662,700000.0,3000000.0,0.0,0.0,0,0.0,3330000.0,4,-3330000.0,2500000.0,26.0,24.6,1.0,3,0,0.0038983422943462,3330000.0,0.0,-3330000.0,2023,0,0,529,0,0,1,0,0,0,14.576461055812834,-1.1176240132168829
Luis Asué,Moreirense FC,Braga B,2023,2.25,2.25,0.5632624344862744,75.6395325283508,22,Attacker,1,0,0,13.384729180332174,12.206077645517674,650000.0,200000.0,0.0,0.0,0,0.0,3330000.0,4,-3330000.0,2500000.0,26.0,24.6,1.0,3,0,0.0038983422943462,3330000.0,0.0,-3330000.0,2023,0,0,484,0,0,1,0,0,0,13.329794138467483,0.05493504186469167
Wallisson,Moreirense FC,Cruzeiro,2023,-0.5625,-0.5625,-0.9199989875026944,-60.14812402766403,25,Midfielder,0,1,0,12.765691290604371,13.592368256649284,350000.0,800000.0,0.0,0.0,0,0.0,3330000.0,4,-3330000.0,2500000.0,26.0,24.6,1.0,3,0,0.0038983422943462,3330000.0,0.0,-3330000.0,2023,0,0,625,0,0,1,0,0,0,13.15757962000583,-0.3918883294014588
Luis Suárez,Sporting CP,UD Almería,2025,1.86875,1.86875,1.3413116219603456,282.40564037419705,27,Attacker,1,0,0,16.948828538043813,15.894952224644102,22950000.0,8000000.0,130170000.0,18.684351854124905,6,66900000.00000001,90171000.0,9,39999000.0,,,,,8,0,0.0064986398433211,90171000.0,0.0,-90171000.0,2025,0,1,729,0,0,1,0,0,0,15.463214554896627,1.4856139831471857
Fotis Ioannidis,Sporting CP,Panathinaikos,2025,0.4666666666666665,0.4666666666666665,0.5802783150870638,78.65356452420158,25,Attacker,1,0,0,16.906553056777135,16.52356082573315,22000000.0,15000000.0,130170000.0,18.684351854124905,6,66900000.00000001,90171000.0,9,39999000.0,,,,,8,0,0.0064986398433211,90171000.0,0.0,-90171000.0,2025,0,1,625,0,0,1,0,0,0,16.37346491027672,0.5330881465004147
Luís Guilherme,Sporting CP,West Ham,2025,0.3999999999999999,0.3999999999999999,-0.0108426411727542,-1.078407237497292,19,Attacker,1,0,0,16.454567959008102,16.118095750958314,14000000.0,10000000.0,130170000.0,18.684351854124905,6,66900000.00000001,90171000.0,9,39999000.0,,,,,8,0,0.0064986398433211,90171000.0,0.0,-90171000.0,2025,0,1,361,0,0,1,0,0,0,16.34673456320331,0.10783339580479279
Georgios Vagiannidis,Sporting CP,Panathinaikos,2025,0.625,0.625,0.5066704965332676,65.97559065073742,23,Defender,0,0,1,16.380459992348886,15.894952224644102,13000000.0,8000000.0,130170000.0,18.684351854124905,6,66900000.00000001,90171000.0,9,39999000.0,,,,,8,0,0.0064986398433211,90171000.0,0.0,-90171000.0,2025,0,1,529,0,0,1,0,0,0,15.883644618675246,0.49681537367363937
Souleymane Faye,Sporting CP,Granada CF,2025,3.2,3.2,1.1088220676991811,203.078720693283,22,Attacker,1,0,0,15.656060350091908,14.220976332738882,6300000.0,1500000.0,130170000.0,18.684351854124905,6,66900000.00000001,90171000.0,9,39999000.0,,,,,8,0,0.0064986398433211,90171000.0,0.0,-90171000.0,2025,0,1,484,0,0,1,0,0,0,14.24365215400722,1.4124081960846873
Giorgi Kochorashvili,Sporting CP,Levante,2025,0.1,0.1,0.3519820488726672,42.18831081536769,26,Midfielder,0,1,0,15.520258832020865,15.424948670398354,5500000.0,5000000.0,130170000.0,18.684351854124905,6,66900000.00000001,90171000.0,9,39999000.0,,,,,8,0,0.0064986398433211,90171000.0,0.0,-90171000.0,2025,0,1,676,0,0,1,0,0,0,14.816497609459649,0.7037612225612158
Rui Silva,Sporting CP,Real Betis,2025,-0.4285714285714286,-0.4285714285714286,-0.0625076986968,-6.059418364565417,31,Goalkeeper,0,0,0,15.201805169084134,15.76142084987672,4000000.0,7000000.0,130170000.0,18.684351854124905,6,66900000.00000001,90171000.0,9,39999000.0,,,,,8,0,0.0064986398433211,90171000.0,0.0,-90171000.0,2025,0,1,961,0,0,1,0,0,0,15.31847552262639,-0.11667035354225597
Alisson Santos,Sporting CP,EC Vitória,2025,0.3999999999999999,0.3999999999999999,0.0102100964912885,1.026240231094344,22,Attacker,1,0,0,14.557448378884017,14.220976332738882,2100000.0,1500000.0,130170000.0,18.684351854124905,6,66900000.00000001,90171000.0,9,39999000.0,,,,,8,0,0.0064986398433211,90171000.0,0.0,-90171000.0,2025,0,1,484,0,0,1,0,0,0,14.24365215400722,0.31379622487679626
Ricardo Mangas,Sporting CP,Spartak Moscow,2025,-0.8716,-0.8601666666666667,-1.8398859052826568,-84.11648688495086,27,Defender,0,0,1,12.679199517372098,14.731801689838347,321000.0,2500000.0,130170000.0,18.684351854124905,6,66900000.00000001,90171000.0,9,39999000.0,,,,,8,0,0.0064986398433211,90171000.0,0.0,-90171000.0,2025,0,1,729,0,0,1,0,0,0,13.672532166960263,-0.9933326495881651
Richard Ríos,SL Benfica,Palmeiras,2025,0.6875,0.6875,0.8364099750944263,130.80661826076198,25,Midfielder,0,1,0,17.11134746100564,16.588099342704055,27000000.0,16000000.0,98900000.0,18.409619806704164,9,50000000.0,106350000.0,8,-7450000.0,,,,,8,0,0.003933053504653,106350000.0,0.0,-106350000.0,2025,0,1,625,0,0,1,0,0,0,16.367538357719926,0.743809103285713
Franjo Ivanović,SL Benfica,Union SG,2025,0.7538461538461538,0.7538461538461538,0.4112505403821807,50.87033339739595,21,Attacker,1,0,0,16.942271137784317,16.380459992348886,22800000.0,13000000.0,98900000.0,18.409619806704164,9,50000000.0,106350000.0,8,-7450000.0,,,,,8,0,0.003933053504653,106350000.0,0.0,-106350000.0,2025,0,1,441,0,0,1,0,0,0,16.486466257431953,0.455804880352364
Dodi Lukébakio,SL Benfica,Sevilla FC,2025,0.0,0.0,0.3970696080875662,48.74595019103543,27,Attacker,1,0,0,16.811242881518265,16.811242881518265,20000000.0,20000000.0,98900000.0,18.409619806704164,9,50000000.0,106350000.0,8,-7450000.0,,,,,8,0,0.003933053504653,106350000.0,0.0,-106350000.0,2025,0,1,729,0,0,1,0,0,0,16.68784066747928,0.1234022140389861
Amar Dedić,SL Benfica,Salzburg,2025,0.0,0.0,-0.0130044856100965,-1.292029370712422,22,Defender,0,0,1,16.300417291085605,16.300417291085605,12000000.0,12000000.0,98900000.0,18.409619806704164,9,50000000.0,106350000.0,8,-7450000.0,,,,,8,0,0.003933053504653,106350000.0,0.0,-106350000.0,2025,0,1,484,0,0,1,0,0,0,16.016853091992836,0.2835641990927691
Samuel Dahl,SL Benfica,Roma,2025,0.2214285714285715,0.2214285714285715,0.122525626175495,13.034810343388935,22,Defender,0,0,1,15.961441957872,15.76142084987672,8550000.0,7000000.0,98900000.0,18.409619806704164,9,50000000.0,106350000.0,8,-7450000.0,,,,,8,0,0.003933053504653,106350000.0,0.0,-106350000.0,2025,0,1,484,0,0,1,0,0,0,15.826330452374759,0.1351115054972407
Sidny Lopes Cabral,SL Benfica,Estrela Amadora,2025,2.0,2.0,0.9539044234917782,159.58257898972795,23,Defender,0,0,1,15.607270193858982,14.508658238524095,6000000.0,2000000.0,98900000.0,18.409619806704164,9,50000000.0,106350000.0,8,-7450000.0,,,,,8,0,0.003933053504653,106350000.0,0.0,-106350000.0,2025,0,1,529,0,0,1,0,0,0,14.603501180017084,1.0037690138418984
Rafa Silva,SL Benfica,Besiktas,2025,0.0,0.0,0.6446051395712171,90.52349239193951,32,Attacker,1,0,0,15.424948670398354,15.424948670398354,5000000.0,5000000.0,98900000.0,18.409619806704164,9,50000000.0,106350000.0,8,-7450000.0,,,,,8,0,0.003933053504653,106350000.0,0.0,-106350000.0,2025,0,1,1024,0,0,1,0,0,0,15.059898388496173,0.3650502819021817
Rafa Obrador,SL Benfica,RM Castilla,2025,9.0,8.54399999999996,1.8266433074569088,521.3002975873599,21,Defender,0,0,1,15.424948670398354,13.122365377402328,5000000.0,500000.0,98900000.0,18.409619806704164,9,50000000.0,106350000.0,8,-7450000.0,,,,,8,0,0.003933053504653,106350000.0,0.0,-106350000.0,2025,0,1,441,0,0,1,0,0,0,13.681052883342346,1.7438957870560081
