player,buyer,seller,season_id,competition_code,country_name,premium_ratio,premium_ratio_w,hedonic_residual,pi_hedonic_pct,age,position_group,is_attacker,is_midfielder,is_defender,log_fee,log_mv,fee,market_value,revenue_sales,log_revenue,n_sales,max_sale,total_spend,n_buys,net_balance,net_transfer_record,squad_size,average_age,national_team_players,log_league_mv,in_degree,out_degree,pagerank,in_strength,out_strength,net_flow,season_id,season_2018,season_2019,season_2021,season_2022,season_2023,season_2024,season_2025
Oumar Ngom,US Lecce,Estrela Amadora,2025,serie-a,Italy,2.333333333333333,2.333333333333333,0.7130530795439434,104.02117462468956,21.0,Midfielder,0,1,0,14.508658238524095,13.304686600863562,2000000.0,600000.0,29600000.0,17.20328495307807,5,25000000.0,21055000.0,10,8545000.0,8620000.0,27,25.2,10,22.39661707531178,10,0,0.013059430624973995,21055000.0,0.0,-21055000.0,2025,0,0,0,0,0,0,1
Álex Sala,US Lecce,Córdoba CF,2025,serie-a,Italy,0.5,0.5,0.2466347649919598,27.971187055863524,24.0,Midfielder,0,1,0,14.220976332738882,13.815511557963774,1500000.0,1000000.0,29600000.0,17.20328495307807,5,25000000.0,21055000.0,10,8545000.0,8620000.0,27,25.2,10,22.39661707531178,10,0,0.013059430624973995,21055000.0,0.0,-21055000.0,2025,0,0,0,0,0,0,1
Christ-Owen Kouassi,US Lecce,Stade Lavallois,2025,serie-a,Italy,-0.5,-0.5,-0.9684472512531332,-62.0328119478623,22.0,Defender,0,0,1,13.815511557963774,14.508658238524095,1000000.0,2000000.0,29600000.0,17.20328495307807,5,25000000.0,21055000.0,10,8545000.0,8620000.0,27,25.2,10,22.39661707531178,10,0,0.013059430624973995,21055000.0,0.0,-21055000.0,2025,0,0,0,0,0,0,1
Milos Jovic,US Lecce,IMT Belgrad,2025,serie-a,Italy,1.0,1.0,-0.10582580022295396,-10.041874903808823,19.0,Attacker,1,0,0,13.815511557963774,13.122365377402328,1000000.0,500000.0,29600000.0,17.20328495307807,5,25000000.0,21055000.0,10,8545000.0,8620000.0,27,25.2,10,22.39661707531178,10,0,0.013059430624973995,21055000.0,0.0,-21055000.0,2025,0,0,0,0,0,0,1
Corrie Ndaba,US Lecce,Kilmarnock FC,2025,serie-a,Italy,1.657142857142857,1.657142857142857,0.676179858199724,96.63536671640563,25.0,Defender,0,0,1,13.742940940397677,12.765691290604371,930000.0,350000.0,29600000.0,17.20328495307807,5,25000000.0,21055000.0,10,8545000.0,8620000.0,27,25.2,10,22.39661707531178,10,0,0.013059430624973995,21055000.0,0.0,-21055000.0,2025,0,0,0,0,0,0,1
Sadik Fofana,US Lecce,Grazer AK 1902,2025,serie-a,Italy,0.0,0.0,-0.407258689739983,-33.45283537818069,22.0,Midfielder,0,1,0,13.304686600863562,13.304686600863562,600000.0,600000.0,29600000.0,17.20328495307807,5,25000000.0,21055000.0,10,8545000.0,8620000.0,27,25.2,10,22.39661707531178,10,0,0.013059430624973995,21055000.0,0.0,-21055000.0,2025,0,0,0,0,0,0,1
Matías Pérez,US Lecce,Curicó Unido,2025,serie-a,Italy,0.75,0.75,-0.18423079067373038,-16.825644360723725,20.0,Defender,0,0,1,13.171155446333852,12.611541086966115,525000.0,300000.0,29600000.0,17.20328495307807,5,25000000.0,21055000.0,10,8545000.0,8620000.0,27,25.2,10,22.39661707531178,10,0,0.013059430624973995,21055000.0,0.0,-21055000.0,2025,0,0,0,0,0,0,1
Ismaël Koné,US Sassuolo,Marseille,2025,serie-a,Italy,-0.2857142857142857,-0.2857142857142857,-0.15993190225267995,-14.779819258088555,23.0,Midfielder,0,1,0,16.118095750958314,16.454567959008102,10000000.0,14000000.0,4550000.0,15.330638010707329,3,2500000.0,34600000.0,5,-30050000.0,-34680000.0,29,26.0,12,22.39661707531178,3,0,0.0033326641789142436,34600000.0,0.0,-34600000.0,2025,0,0,0,0,0,0,1
Darryl Bakola,US Sassuolo,Marseille,2025,serie-a,Italy,1.5,1.5,0.47561748616132604,60.90075286119993,18.0,Midfielder,0,1,0,16.118095750958314,15.201805169084134,10000000.0,4000000.0,4550000.0,15.330638010707329,3,2500000.0,34600000.0,5,-30050000.0,-34680000.0,29,26.0,12,22.39661707531178,3,0,0.0033326641789142436,34600000.0,0.0,-34600000.0,2025,0,0,0,0,0,0,1
Jay Idzes,US Sassuolo,Venezia,2025,serie-a,Italy,0.08,0.08,0.26250880473162574,30.018796410903015,25.0,Defender,0,0,1,15.90737474309945,15.830413711839864,8100000.0,7500000.0,4550000.0,15.330638010707329,3,2500000.0,34600000.0,5,-30050000.0,-34680000.0,29,26.0,12,22.39661707531178,3,0,0.0033326641789142436,34600000.0,0.0,-34600000.0,2025,0,0,0,0,0,0,1
Fali Candé,US Sassuolo,Venezia,2025,serie-a,Italy,0.8,0.8,0.7662160438847891,115.16097863188905,27.0,Defender,0,0,1,15.319588176962746,14.731801689838349,4500000.0,2500000.0,4550000.0,15.330638010707329,3,2500000.0,34600000.0,5,-30050000.0,-34680000.0,29,26.0,12,22.39661707531178,3,0,0.0033326641789142436,34600000.0,0.0,-34600000.0,2025,0,0,0,0,0,0,1
Tarik Muharemović,US Sassuolo,Juve Next Gen,2025,serie-a,Italy,-0.7142857142857143,-0.7142857142857143,-1.3291491507721194,-73.52977099835134,22.0,Defender,0,0,1,14.508658238524095,15.76142084987672,2000000.0,7000000.0,4550000.0,15.330638010707329,3,2500000.0,34600000.0,5,-30050000.0,-34680000.0,29,26.0,12,22.39661707531178,3,0,0.0033326641789142436,34600000.0,0.0,-34600000.0,2025,0,0,0,0,0,0,1
Rafiu Durosinmi,Pisa Sporting Club,Viktoria Plzeň,2025,serie-a,Italy,0.1999999999999999,0.1999999999999999,0.1479737715737297,15.94825051096409,23.0,Attacker,1,0,0,16.012735246411598,15.830413711839864,9000000.0,7500000.0,0.0,0.0,0,0.0,27400000.0,8,-27400000.0,-29900000.0,29,27.1,6,22.39661707531178,7,0,0.004296638112779033,27400000.0,0.0,-27400000.0,2025,0,0,0,0,0,0,1
Rosen Bozhinov,Pisa Sporting Club,Royal Antwerp,2025,serie-a,Italy,1.0,1.0,0.2859574586841447,33.103591815630054,20.0,Defender,0,0,1,15.424948670398354,14.731801689838349,5000000.0,2500000.0,0.0,0.0,0,0.0,27400000.0,8,-27400000.0,-29900000.0,29,27.1,6,22.39661707531178,7,0,0.004296638112779033,27400000.0,0.0,-27400000.0,2025,0,0,0,0,0,0,1
İsak Vural,Pisa Sporting Club,Frosinone,2025,serie-a,Italy,0.0,0.0,-0.3383116052569122,-28.702695835746873,19.0,Midfielder,0,1,0,15.319588176962746,15.319588176962746,4500000.0,4500000.0,0.0,0.0,0,0.0,27400000.0,8,-27400000.0,-29900000.0,29,27.1,6,22.39661707531178,7,0,0.004296638112779033,27400000.0,0.0,-27400000.0,2025,0,0,0,0,0,0,1
Henrik Meister,Pisa Sporting Club,Stade Rennais,2025,serie-a,Italy,0.4285714285714286,0.4285714285714286,-0.00143625984842366,-0.1435229279158845,21.0,Attacker,1,0,0,15.201805169084134,14.845130332288226,4000000.0,2800000.0,0.0,0.0,0,0.0,27400000.0,8,-27400000.0,-29900000.0,29,27.1,6,22.39661707531178,7,0,0.004296638112779033,27400000.0,0.0,-27400000.0,2025,0,0,0,0,0,0,1
Filip Stojilkovic,Pisa Sporting Club,Cracovia,2025,serie-a,Italy,0.0,0.0,0.07114295073213128,7.3734732450894125,26.0,Attacker,1,0,0,14.914123179965662,14.914123179965662,3000000.0,3000000.0,0.0,0.0,0,0.0,27400000.0,8,-27400000.0,-29900000.0,29,27.1,6,22.39661707531178,7,0,0.004296638112779033,27400000.0,0.0,-27400000.0,2025,0,0,0,0,0,0,1
Simone Scuffet,Pisa Sporting Club,Cagliari,2025,serie-a,Italy,-0.55,-0.55,-0.610403608482196,-45.68686634057426,29.0,Goalkeeper,0,0,0,13.710151153416941,14.508658238524095,900000.0,2000000.0,0.0,0.0,0,0.0,27400000.0,8,-27400000.0,-29900000.0,29,27.1,6,22.39661707531178,7,0,0.004296638112779033,27400000.0,0.0,-27400000.0,2025,0,0,0,0,0,0,1
Mateus Lusuardi,Pisa Sporting Club,Frosinone,2025,serie-a,Italy,0.25,0.25,-0.39136411505723423,-32.38665172816165,21.0,Defender,0,0,1,13.122365377402328,12.899222326086994,500000.0,400000.0,0.0,0.0,0,0.0,27400000.0,8,-27400000.0,-29900000.0,29,27.1,6,22.39661707531178,7,0,0.004296638112779033,27400000.0,0.0,-27400000.0,2025,0,0,0,0,0,0,1
Sebastiano Luperto,US Cremonese,Cagliari,2025,serie-a,Italy,0.1499999999999999,0.1499999999999999,0.5601384997223953,75.09152705666136,29.0,Defender,0,0,1,15.341567078850604,15.201805169084134,4600000.0,4000000.0,5900000.0,15.59046307836746,6,3000000.0,21100000.0,9,-15200000.0,-17750000.0,27,28.6,3,22.39661707531178,7,0,0.00268925330983032,21100000.0,0.0,-21100000.0,2025,0,0,0,0,0,0,1
Jari Vandeputte,US Cremonese,Catanzaro,2025,serie-a,Italy,0.03125,0.03125,0.47492631410246133,60.78960100735715,29.0,Midfielder,0,1,0,15.009433329466965,14.978661680269907,3300000.0,3200000.0,5900000.0,15.59046307836746,6,3000000.0,21100000.0,9,-15200000.0,-17750000.0,27,28.6,3,22.39661707531178,7,0,0.00268925330983032,21100000.0,0.0,-21100000.0,2025,0,0,0,0,0,0,1
Federico Baschirotto,US Cremonese,Lecce,2025,serie-a,Italy,-0.1666666666666666,-0.1666666666666666,0.13766604979316632,14.759230406586488,28.0,Defender,0,0,1,14.914123179965662,15.096444681204078,3000000.0,3600000.0,5900000.0,15.59046307836746,6,3000000.0,21100000.0,9,-15200000.0,-17750000.0,27,28.6,3,22.39661707531178,7,0,0.00268925330983032,21100000.0,0.0,-21100000.0,2025,0,0,0,0,0,0,1
Antonio Sanabria,US Cremonese,Torino,2025,serie-a,Italy,-0.1071428571428571,-0.1071428571428571,0.19783920791865128,21.87665167280639,29.0,Attacker,1,0,0,14.731801689838349,14.845130332288226,2500000.0,2800000.0,5900000.0,15.59046307836746,6,3000000.0,21100000.0,9,-15200000.0,-17750000.0,27,28.6,3,22.39661707531178,7,0,0.00268925330983032,21100000.0,0.0,-21100000.0,2025,0,0,0,0,0,0,1
Morten Thorsby,US Cremonese,Genoa,2025,serie-a,Italy,-0.2666666666666667,-0.2666666666666667,0.12375241496092393,13.173570326615568,29.0,Midfielder,0,1,0,14.603968372873895,14.914123179965662,2200000.0,3000000.0,5900000.0,15.59046307836746,6,3000000.0,21100000.0,9,-15200000.0,-17750000.0,27,28.6,3,22.39661707531178,7,0,0.00268925330983032,21100000.0,0.0,-21100000.0,2025,0,0,0,0,0,0,1
Giuseppe Pezzella,US Cremonese,FC Empoli,2025,serie-a,Italy,-0.1999999999999999,-0.1999999999999999,-0.04471389455386188,-4.372898385827051,27.0,Defender,0,0,1,14.508658238524095,14.731801689838349,2000000.0,2500000.0,5900000.0,15.59046307836746,6,3000000.0,21100000.0,9,-15200000.0,-17750000.0,27,28.6,3,22.39661707531178,7,0,0.00268925330983032,21100000.0,0.0,-21100000.0,2025,0,0,0,0,0,0,1
Andrea Fulignati,US Cremonese,Catanzaro,2025,serie-a,Italy,0.1666666666666667,0.1666666666666667,0.3448049096510104,41.171489608967306,30.0,Goalkeeper,0,0,0,14.151983508870947,13.997832948091215,1400000.0,1200000.0,5900000.0,15.59046307836746,6,3000000.0,21100000.0,9,-15200000.0,-17750000.0,27,28.6,3,22.39661707531178,7,0,0.00268925330983032,21100000.0,0.0,-21100000.0,2025,0,0,0,0,0,0,1
Milan Djuric,US Cremonese,Parma,2025,serie-a,Italy,0.1,0.1,0.7449539650641182,110.63465858116518,35.0,Attacker,1,0,0,13.910821646859095,13.815511557963774,1100000.0,1000000.0,5900000.0,15.59046307836746,6,3000000.0,21100000.0,9,-15200000.0,-17750000.0,27,28.6,3,22.39661707531178,7,0,0.00268925330983032,21100000.0,0.0,-21100000.0,2025,0,0,0,0,0,0,1
Alberto Grassi,US Cremonese,FC Empoli,2025,serie-a,Italy,-0.4444444444444444,-0.4444444444444444,-0.15132814380124415,-14.043452945726276,30.0,Midfielder,0,1,0,13.815511557963774,14.403297778421795,1000000.0,1800000.0,5900000.0,15.59046307836746,6,3000000.0,21100000.0,9,-15200000.0,-17750000.0,27,28.6,3,22.39661707531178,7,0,0.00268925330983032,21100000.0,0.0,-21100000.0,2025,0,0,0,0,0,0,1
Corentin Tolisso,Bayern Munich,Lyon,2017,bundesliga,Germany,0.8863636363636365,0.8863636363636365,0.5382695950215215,71.30400724399837,22.0,Midfielder,0,1,0,17.541204009297314,16.906553056777135,41500000.0,22000000.0,16750000.0,16.63390887593684,2,16700000.0,103500000.0,5,-86750000.0,12900000.0,25,27.1,20,22.358371496324022,4,2,0.004094221557921082,103500000.0,16750000.0,-86750000.0,2017,0,0,0,0,0,0,0
Kingsley Coman,Bayern Munich,Juventus,2017,bundesliga,Germany,0.05,0.05,-0.25816910910787527,-22.75354181065169,21.0,Attacker,1,0,0,16.860033043306743,16.811242881518265,21000000.0,20000000.0,16750000.0,16.63390887593684,2,16700000.0,103500000.0,5,-86750000.0,12900000.0,25,27.1,20,22.358371496324022,4,2,0.004094221557921082,103500000.0,16750000.0,-86750000.0,2017,0,0,0,0,0,0,0
Niklas Süle,Bayern Munich,Hoffenheim,2017,bundesliga,Germany,-0.1999999999999999,-0.1999999999999999,-0.4420962126333414,-35.73122136866549,21.0,Defender,0,0,1,16.811242881518265,17.034386422832473,20000000.0,25000000.0,16750000.0,16.63390887593684,2,16700000.0,103500000.0,5,-86750000.0,12900000.0,25,27.1,20,22.358371496324022,4,2,0.004094221557921082,103500000.0,16750000.0,-86750000.0,2017,0,0,0,0,0,0,0
Sandro Wagner,Bayern Munich,Hoffenheim,2017,bundesliga,Germany,0.4444444444444444,0.4444444444444444,0.6869170034677925,98.7578531430866,30.0,Attacker,1,0,0,16.380459992348886,16.012735246411598,13000000.0,9000000.0,16750000.0,16.63390887593684,2,16700000.0,103500000.0,5,-86750000.0,12900000.0,25,27.1,20,22.358371496324022,4,2,0.004094221557921082,103500000.0,16750000.0,-86750000.0,2017,0,0,0,0,0,0,0
Serge Gnabry,Bayern Munich,Werder Bremen,2017,bundesliga,Germany,-0.4666666666666667,-0.4666666666666667,-0.9812461169478883,-62.51563206896594,21.0,Attacker,1,0,0,15.894952224644102,16.52356082573315,8000000.0,15000000.0,16750000.0,16.63390887593684,2,16700000.0,103500000.0,5,-86750000.0,12900000.0,25,27.1,20,22.358371496324022,4,2,0.004094221557921082,103500000.0,16750000.0,-86750000.0,2017,0,0,0,0,0,0,0
Kevin Kampl,RB Leipzig,Leverkusen,2017,bundesliga,Germany,0.3333333333333332,0.3333333333333332,0.4651285480000418,59.221889942847625,26.0,Midfielder,0,1,0,16.811242881518265,16.52356082573315,20000000.0,15000000.0,24340000.0,17.00763168660829,3,15200000.0,63000000.0,5,-38660000.0,38050000.0,28,24.3,12,22.358371496324022,5,0,0.0038771401218136866,63000000.0,0.0,-63000000.0,2017,0,0,0,0,0,0,0
Jean-Kévin Augustin,RB Leipzig,PSG,2017,bundesliga,Germany,4.333333333333333,4.333333333333333,0.9821317759810597,167.01426030420166,20.0,Attacker,1,0,0,16.588099342704055,14.914123179965662,16000000.0,3000000.0,24340000.0,17.00763168660829,3,15200000.0,63000000.0,5,-38660000.0,38050000.0,28,24.3,12,22.358371496324022,5,0,0.0038771401218136866,63000000.0,0.0,-63000000.0,2017,0,0,0,0,0,0,0
Bruma,RB Leipzig,Galatasaray,2017,bundesliga,Germany,0.3636363636363635,0.3636363636363635,-0.00806923411823135,-0.8036765771769039,22.0,Attacker,1,0,0,16.52356082573315,16.213405921671733,15000000.0,11000000.0,24340000.0,17.00763168660829,3,15200000.0,63000000.0,5,-38660000.0,38050000.0,28,24.3,12,22.358371496324022,5,0,0.0038771401218136866,63000000.0,0.0,-63000000.0,2017,0,0,0,0,0,0,0
Konrad Laimer,RB Leipzig,Salzburg,2017,bundesliga,Germany,-0.125,-0.125,-0.6170636255707311,-46.04736701760983,20.0,Defender,0,0,1,15.76142084987672,15.894952224644102,7000000.0,8000000.0,24340000.0,17.00763168660829,3,15200000.0,63000000.0,5,-38660000.0,38050000.0,28,24.3,12,22.358371496324022,5,0,0.0038771401218136866,63000000.0,0.0,-63000000.0,2017,0,0,0,0,0,0,0
Yvon Mvogo,RB Leipzig,Young Boys,2017,bundesliga,Germany,0.6666666666666667,0.6666666666666667,0.0003214772035313729,0.03215289471918403,23.0,Goalkeeper,0,0,0,15.424948670398354,14.914123179965662,5000000.0,3000000.0,24340000.0,17.00763168660829,3,15200000.0,63000000.0,5,-38660000.0,38050000.0,28,24.3,12,22.358371496324022,5,0,0.0038771401218136866,63000000.0,0.0,-63000000.0,2017,0,0,0,0,0,0,0
Andriy Yarmolenko,Borussia Dortmund,Dynamo Kyiv,2017,bundesliga,Germany,0.3888888888888888,0.3888888888888888,0.5067748167035866,65.99290211331213,27.0,Attacker,1,0,0,17.034386422832473,16.705882371415992,25000000.0,18000000.0,280750000.0,19.452975155144713,8,148000000.0,121090000.0,8,159660000.0,-23200000.0,26,26.5,16,22.358371496324022,8,0,0.007017186122235415,121090000.0,0.0,-121090000.0,2017,0,0,0,0,0,0,0
Manuel Akanji,Borussia Dortmund,Basel,2017,bundesliga,Germany,3.3,3.3,1.0677750468101976,190.89003861515926,22.0,Defender,0,0,1,16.88356353960952,15.424948670398354,21500000.0,5000000.0,280750000.0,19.452975155144713,8,148000000.0,121090000.0,8,159660000.0,-23200000.0,26,26.5,16,22.358371496324022,8,0,0.007017186122235415,121090000.0,0.0,-121090000.0,2017,0,0,0,0,0,0,0
Jadon Sancho,Borussia Dortmund,Man City U18,2017,bundesliga,Germany,3.1180000000000003,3.1180000000000003,0.553652493172045,73.95953506657,17.0,Attacker,1,0,0,16.840316127571235,15.424948670398354,20590000.0,5000000.0,280750000.0,19.452975155144713,8,148000000.0,121090000.0,8,159660000.0,-23200000.0,26,26.5,16,22.358371496324022,8,0,0.007017186122235415,121090000.0,0.0,-121090000.0,2017,0,0,0,0,0,0,0
Maximilian Philipp,Borussia Dortmund,Freiburg,2017,bundesliga,Germany,0.3333333333333332,0.3333333333333332,0.10236427667948789,10.77869451546134,23.0,Attacker,1,0,0,16.811242881518265,16.52356082573315,20000000.0,15000000.0,280750000.0,19.452975155144713,8,148000000.0,121090000.0,8,159660000.0,-23200000.0,26,26.5,16,22.358371496324022,8,0,0.007017186122235415,121090000.0,0.0,-121090000.0,2017,0,0,0,0,0,0,0
Ömer Toprak,Borussia Dortmund,Leverkusen,2017,bundesliga,Germany,-0.25,-0.25,-0.07553711200176494,-7.275468765622028,27.0,Defender,0,0,1,16.300417291085605,16.588099342704055,12000000.0,16000000.0,280750000.0,19.452975155144713,8,148000000.0,121090000.0,8,159660000.0,-23200000.0,26,26.5,16,22.358371496324022,8,0,0.007017186122235415,121090000.0,0.0,-121090000.0,2017,0,0,0,0,0,0,0
Mahmoud Dahoud,Borussia Dortmund,Mönchengladbach,2017,bundesliga,Germany,-0.1999999999999999,-0.1999999999999999,-0.46399638431565293,-37.12341915698626,21.0,Midfielder,0,1,0,16.300417291085605,16.52356082573315,12000000.0,15000000.0,280750000.0,19.452975155144713,8,148000000.0,121090000.0,8,159660000.0,-23200000.0,26,26.5,16,22.358371496324022,8,0,0.007017186122235415,121090000.0,0.0,-121090000.0,2017,0,0,0,0,0,0,0
Jeremy Toljan,Borussia Dortmund,Hoffenheim,2017,bundesliga,Germany,1.0,1.0,0.32933414040547326,39.0042324731011,23.0,Defender,0,0,1,15.76142084987672,15.068273812173887,7000000.0,3500000.0,280750000.0,19.452975155144713,8,148000000.0,121090000.0,8,159660000.0,-23200000.0,26,26.5,16,22.358371496324022,8,0,0.007017186122235415,121090000.0,0.0,-121090000.0,2017,0,0,0,0,0,0,0
Håvard Nordtveit,TSG 1899 Hoffenheim,West Ham,2017,bundesliga,Germany,0.6000000000000001,0.6000000000000001,0.5566719402017224,74.48560044482892,27.0,Midfielder,0,1,0,15.894952224644102,15.424948670398354,8000000.0,5000000.0,45550000.0,17.63432120362414,6,20000000.0,13700000.0,3,31850000.0,1350000.0,29,25.6,11,22.358371496324022,3,0,0.0023393778746750348,13700000.0,0.0,-13700000.0,2017,0,0,0,0,0,0,0
Nico Schulz,TSG 1899 Hoffenheim,Mönchengladbach,2017,bundesliga,Germany,0.5,0.5,0.0364559802721498,3.7128661727752643,24.0,Defender,0,0,1,14.914123179965662,14.508658238524095,3000000.0,2000000.0,45550000.0,17.63432120362414,6,20000000.0,13700000.0,3,31850000.0,1350000.0,29,25.6,11,22.358371496324022,3,0,0.0023393778746750348,13700000.0,0.0,-13700000.0,2017,0,0,0,0,0,0,0
Justin Hoogma,TSG 1899 Hoffenheim,Heracles Almelo,2017,bundesliga,Germany,0.8,0.8,-0.24520015559193453,-21.74521717955774,19.0,Defender,0,0,1,14.80876270134486,14.220976332738882,2700000.0,1500000.0,45550000.0,17.63432120362414,6,20000000.0,13700000.0,3,31850000.0,1350000.0,29,25.6,11,22.358371496324022,3,0,0.0023393778746750348,13700000.0,0.0,-13700000.0,2017,0,0,0,0,0,0,0
Jhon Córdoba,1.FC Köln,Mainz,2017,bundesliga,Germany,1.4285714285714284,1.4285714285714284,0.6646323813543642,94.37759296525246,24.0,Attacker,1,0,0,16.648723960844016,15.76142084987672,17000000.0,7000000.0,1750000.0,14.375126917328105,2,1500000.0,40000000.0,6,-38250000.0,-12130000.0,30,26.0,5,22.358371496324022,6,0,0.0056638436816748424,40000000.0,0.0,-40000000.0,2017,0,0,0,0,0,0,0
Jannes Horn,1.FC Köln,Wolfsburg,2017,bundesliga,Germany,0.75,0.75,-0.03397467187077652,-3.3404018217080833,20.0,Defender,0,0,1,15.76142084987672,15.201805169084134,7000000.0,4000000.0,1750000.0,14.375126917328105,2,1500000.0,40000000.0,6,-38250000.0,-12130000.0,30,26.0,5,22.358371496324022,6,0,0.0056638436816748424,40000000.0,0.0,-40000000.0,2017,0,0,0,0,0,0,0
Jorge Meré,1.FC Köln,Sporting Gijón,2017,bundesliga,Germany,0.1666666666666667,0.1666666666666667,-0.3750598357785915,-31.2751875173254,20.0,Defender,0,0,1,15.76142084987672,15.607270193858982,7000000.0,6000000.0,1750000.0,14.375126917328105,2,1500000.0,40000000.0,6,-38250000.0,-12130000.0,30,26.0,5,22.358371496324022,6,0,0.0056638436816748424,40000000.0,0.0,-40000000.0,2017,0,0,0,0,0,0,0
João Queirós,1.FC Köln,Braga U19,2017,bundesliga,Germany,1.0,1.0,-0.13983967697113187,-13.05024131061968,19.0,Defender,0,0,1,14.914123179965662,14.220976332738882,3000000.0,1500000.0,1750000.0,14.375126917328105,2,1500000.0,40000000.0,6,-38250000.0,-12130000.0,30,26.0,5,22.358371496324022,6,0,0.0056638436816748424,40000000.0,0.0,-40000000.0,2017,0,0,0,0,0,0,0
Simon Terodde,1.FC Köln,Stuttgart,2017,bundesliga,Germany,0.0,0.0,0.06109442863213488,6.29993093394523,29.0,Attacker,1,0,0,14.914123179965662,14.914123179965662,3000000.0,3000000.0,1750000.0,14.375126917328105,2,1500000.0,40000000.0,6,-38250000.0,-12130000.0,30,26.0,5,22.358371496324022,6,0,0.0056638436816748424,40000000.0,0.0,-40000000.0,2017,0,0,0,0,0,0,0
Vincent Koziello,1.FC Köln,Nice,2017,bundesliga,Germany,-0.7272727272727273,-0.7272727272727273,-1.5057222136949857,-77.81430497563021,22.0,Midfielder,0,1,0,14.914123179965662,16.213405921671733,3000000.0,11000000.0,1750000.0,14.375126917328105,2,1500000.0,40000000.0,6,-38250000.0,-12130000.0,30,26.0,5,22.358371496324022,6,0,0.0056638436816748424,40000000.0,0.0,-40000000.0,2017,0,0,0,0,0,0,0
Davie Selke,Hertha BSC,Leipzig,2017,bundesliga,Germany,0.3333333333333332,0.3333333333333332,-0.1267845239748251,-11.907654307633319,22.0,Attacker,1,0,0,15.894952224644102,15.607270193858982,8000000.0,6000000.0,18000000.0,16.705882371415992,2,17000000.0,13500000.0,3,4500000.0,13550000.0,30,26.1,1,22.358371496324022,3,2,0.003271334178542382,13500000.0,18000000.0,4500000.0,2017,0,0,0,0,0,0,0
Mathew Leckie,Hertha BSC,FC Ingolstadt,2017,bundesliga,Germany,0.1999999999999999,0.1999999999999999,-0.03651274843555363,-3.5854209055542485,26.0,Attacker,1,0,0,14.914123179965662,14.731801689838349,3000000.0,2500000.0,18000000.0,16.705882371415992,2,17000000.0,13500000.0,3,4500000.0,13550000.0,30,26.1,1,22.358371496324022,3,2,0.003271334178542382,13500000.0,18000000.0,4500000.0,2017,0,0,0,0,0,0,0
Karim Rekik,Hertha BSC,Marseille,2017,bundesliga,Germany,0.0,0.0,-0.500897912352464,-39.40138027321445,22.0,Defender,0,0,1,14.731801689838349,14.731801689838349,2500000.0,2500000.0,18000000.0,16.705882371415992,2,17000000.0,13500000.0,3,4500000.0,13550000.0,30,26.1,1,22.358371496324022,3,2,0.003271334178542382,13500000.0,18000000.0,4500000.0,2017,0,0,0,0,0,0,0
Pascal Stenzel,SC Freiburg,Dortmund,2017,bundesliga,Germany,0.3333333333333332,0.3333333333333332,-0.2679267295454206,-23.503621665156636,21.0,Defender,0,0,1,15.201805169084134,14.914123179965662,4000000.0,3000000.0,27800000.0,17.140546614632086,5,20000000.0,18150000.0,7,9650000.0,-2650000.0,25,28.2,5,22.358371496324022,7,0,0.003720849222085952,18150000.0,0.0,-18150000.0,2017,0,0,0,0,0,0,0
Yoric Ravet,SC Freiburg,Young Boys,2017,bundesliga,Germany,-0.0666666666666666,-0.0666666666666666,-0.13978736969757755,-13.04569254535618,27.0,Attacker,1,0,0,15.068273812173887,15.137266664613225,3500000.0,3750000.0,27800000.0,17.140546614632086,5,20000000.0,18150000.0,7,9650000.0,-2650000.0,25,28.2,5,22.358371496324022,7,0,0.003720849222085952,18150000.0,0.0,-18150000.0,2017,0,0,0,0,0,0,0
Robin Koch,SC Freiburg,1.FC K'lautern,2017,bundesliga,Germany,3.375,3.375,0.7104281851547523,103.48629716517968,21.0,Defender,0,0,1,15.068273812173887,13.592368256649284,3500000.0,800000.0,27800000.0,17.140546614632086,5,20000000.0,18150000.0,7,9650000.0,-2650000.0,25,28.2,5,22.358371496324022,7,0,0.003720849222085952,18150000.0,0.0,-18150000.0,2017,0,0,0,0,0,0,0
Marco Terrazzino,SC Freiburg,Hoffenheim,2017,bundesliga,Germany,0.6666666666666667,0.6666666666666667,0.21088211182097538,23.476689802633732,26.0,Attacker,1,0,0,14.731801689838349,14.220976332738882,2500000.0,1500000.0,27800000.0,17.140546614632086,5,20000000.0,18150000.0,7,9650000.0,-2650000.0,25,28.2,5,22.358371496324022,7,0,0.003720849222085952,18150000.0,0.0,-18150000.0,2017,0,0,0,0,0,0,0
Florian Niederlechner,SC Freiburg,Mainz,2017,bundesliga,Germany,-0.5818181818181818,-0.5818181818181818,-0.9654814882851692,-61.92002975713531,26.0,Attacker,1,0,0,14.648420115681892,15.520258832020865,2300000.0,5500000.0,27800000.0,17.140546614632086,5,20000000.0,18150000.0,7,9650000.0,-2650000.0,25,28.2,5,22.358371496324022,7,0,0.003720849222085952,18150000.0,0.0,-18150000.0,2017,0,0,0,0,0,0,0
Lucas Höler,SC Freiburg,SV Sandhausen,2017,bundesliga,Germany,1.2222222222222223,1.2222222222222223,0.16647525621078252,18.113441674237805,23.0,Attacker,1,0,0,14.508658238524095,13.710151153416941,2000000.0,900000.0,27800000.0,17.140546614632086,5,20000000.0,18150000.0,7,9650000.0,-2650000.0,25,28.2,5,22.358371496324022,7,0,0.003720849222085952,18150000.0,0.0,-18150000.0,2017,0,0,0,0,0,0,0
