competition_name,competition_type,country_name,country_code,total_clubs,total_players,total_value,source_league,season_id,competition_code
UEFA Champions League,uefa_champions_league,,,,,,2024,,2024
UEFA Super Cup,uefa_super_cup,,,,,,2024,,2024
UEFA Europa League,uefa_europa_league,,,,,,2024,,2024
UEFA Conference League,uefa_conference_league,,,,,,2024,,2024
UEFA Europa League Qualifying,uefa_europa_league_qualifying,,,,,,2024,,2024
UEFA Champions League Qualifying,uefa_champions_league_qualifying,,,,,,2024,,2024
UEFA Youth League,uefa_youth_league,,,,,,2024,,2024
UEFA Conference League Qualifiers,uefa_conference_league_qualifiers,,,,,,2024,,2024
UEFA Nations League Play-off,uefa_nations_league_play_off,,,,,,2024,,2024
UEFA Nations League Finals,uefa_nations_league_finals,,,,,,2024,,2024
UEFA Nations League A,uefa_nations_league_a,,,,,,2024,,2024
UEFA Nations League B,uefa_nations_league_b,,,,,,2024,,2024
UEFA Nations League C,uefa_nations_league_c,,,,,,2024,,2024
UEFA Nations League D,uefa_nations_league_d,,,,,,2024,,2024
European Qualifiers Play-offs,european_qualifiers_play_offs,,,,,,2024,,2024
UEFA Euro,uefa_euro,,,,,,2024,,2024
European Qualifiers,european_qualifiers,,,,,,2024,,2024
CONCACAF Champions Cup,concacaf_champions_cup,,,,,,2024,,2024
CONCACAF Central American Cup,concacaf_central_american_cup,,,,,,2024,,2024
U-17 South American Championship,u_17_south_american_championship,,,,,,2024,,2024
Copa Libertadores,copa_libertadores,,,,,,2024,,2024
U20 Copa Libertadores,u20_copa_libertadores,,,,,,2024,,2024
Copa Sudamericana,copa_sudamericana,,,,,,2024,,2024
CONCACAF U-20 Championship,concacaf_u_20_championship,,,,,,2024,,2024
CONCACAF U-20 Championship-Qualifying,concacaf_u_20_championship_qualifying,,,,,,2024,,2024
CONCACAF U17-Championship,concacaf_u17_championship,,,,,,2024,,2024
Recopa Sudamericana,recopa_sudamericana,,,,,,2024,,2024
CONCACAF Caribbean Cup,concacaf_caribbean_cup,,,,,,2024,,2024
CFU Club Shield,cfu_club_shield,,,,,,2024,,2024
CONCACAF Nations League Finals,concacaf_nations_league_finals,,,,,,2024,,2024
CONCACAF Nations League A,concacaf_nations_league_a,,,,,,2024,,2024
CONCACAF Nations League B,concacaf_nations_league_b,,,,,,2024,,2024
CONCACAF Nations League C,concacaf_nations_league_c,,,,,,2024,,2024
CONCACAF Nations League Qualifikation,concacaf_nations_league_qualifikation,,,,,,2024,,2024
CONCACAF Cup,concacaf_cup,,,,,,2024,,2024
Copa América Centenario 2016,copa_america_centenario_2016,,,,,,2024,,2024
Copa América Centenario Play-In,copa_america_centenario_play_in,,,,,,2024,,2024
Gold Cup Qualification,gold_cup_qualification,,,,,,2024,,2024
Gold Cup Play-Off,gold_cup_play_off,,,,,,2024,,2024
UNCAF Nations Cup-Qualifikation,uncaf_nations_cup_qualifikation,,,,,,2024,,2024
UNCAF Nations Cup,uncaf_nations_cup,,,,,,2024,,2024
Gold Cup,gold_cup,,,,,,2024,,2024
Caribbean Cup Qualifikation,caribbean_cup_qualifikation,,,,,,2024,,2024
Caribbean Cup (- 2017),caribbean_cup_2017,,,,,,2024,,2024
Copa América,copa_america,,,,,,2024,,2024
Campeonato Sudamericano 1967,campeonato_sudamericano_1967,,,,,,2024,,2024
Qualifikation Campeonato Sudamericano,qualifikation_campeonato_sudamericano,,,,,,2024,,2024
CONCACAF Championship (- 1989),concacaf_championship_1989,,,,,,2024,,2024
Campeonato Sudamericano 1963,campeonato_sudamericano_1963,,,,,,2024,,2024
Campeonato Sudamericano 1959,campeonato_sudamericano_1959,,,,,,2024,,2024
Campeonato Sudamericano 1959 Ecuador,campeonato_sudamericano_1959_ecuador,,,,,,2024,,2024
Campeonato Sudamericano 1957,campeonato_sudamericano_1957,,,,,,2024,,2024
Campeonato Sudamericano 1956,campeonato_sudamericano_1956,,,,,,2024,,2024
Campeonato Sudamericano 1955,campeonato_sudamericano_1955,,,,,,2024,,2024
Campeonato Sudamericano 1953,campeonato_sudamericano_1953,,,,,,2024,,2024
Panamerican Championship (- 1960),panamerican_championship_1960,,,,,,2024,,2024
Campeonato Sudamericano 1949,campeonato_sudamericano_1949,,,,,,2024,,2024
Campeonato Sudamericano 1947,campeonato_sudamericano_1947,,,,,,2024,,2024
Campeonato Sudamericano 1946,campeonato_sudamericano_1946,,,,,,2024,,2024
Campeonato Sudamericano 1945,campeonato_sudamericano_1945,,,,,,2024,,2024
Campeonato Sudamericano 1942,campeonato_sudamericano_1942,,,,,,2024,,2024
Campeonato Centroamericano y del Caribe,campeonato_centroamericano_y_del_caribe,,,,,,2024,,2024
Campeonato Sudamericano 1941,campeonato_sudamericano_1941,,,,,,2024,,2024
Campeonato Sudamericano 1939,campeonato_sudamericano_1939,,,,,,2024,,2024
Campeonato Sudamericano 1937,campeonato_sudamericano_1937,,,,,,2024,,2024
Campeonato Sudamericano 1935,campeonato_sudamericano_1935,,,,,,2024,,2024
Campeonato Sudamericano 1929,campeonato_sudamericano_1929,,,,,,2024,,2024
Campeonato Sudamericano 1927,campeonato_sudamericano_1927,,,,,,2024,,2024
Campeonato Sudamericano 1926,campeonato_sudamericano_1926,,,,,,2024,,2024
Campeonato Sudamericano 1925,campeonato_sudamericano_1925,,,,,,2024,,2024
Campeonato Sudamericano 1924,campeonato_sudamericano_1924,,,,,,2024,,2024
Campeonato Sudamericano 1923,campeonato_sudamericano_1923,,,,,,2024,,2024
Campeonato Sudamericano 1922,campeonato_sudamericano_1922,,,,,,2024,,2024
Campeonato Sudamericano 1921,campeonato_sudamericano_1921,,,,,,2024,,2024
Campeonato Sudamericano 1920,campeonato_sudamericano_1920,,,,,,2024,,2024
Campeonato Sudamericano 1919,campeonato_sudamericano_1919,,,,,,2024,,2024
Campeonato Sudamericano 1917,campeonato_sudamericano_1917,,,,,,2024,,2024
Campeonato Sudamericano 1916,campeonato_sudamericano_1916,,,,,,2024,,2024
Africa Cup of Nations,africa_cup_of_nations,,,,,,2024,,2024
CAF-Champions League,caf_champions_league,,,,,,2024,,2024
CAF Confederation Cup,caf_confederation_cup,,,,,,2024,,2024
Africa Cup of Nations Qualification,africa_cup_of_nations_qualification,,,,,,2024,,2024
Africa U-17 Cup of Nations,africa_u_17_cup_of_nations,,,,,,2024,,2024
Africa U-20 Cup of Nations,africa_u_20_cup_of_nations,,,,,,2024,,2024
CAF-Supercup,caf_supercup,,,,,,2024,,2024
African Nations Championship,african_nations_championship,,,,,,2024,,2024
ASEAN Club Championship Qualifying,asean_club_championship_qualifying,,,,,,2024,,2024
ASEAN Club Championship,asean_club_championship,,,,,,2024,,2024
WAFF U20 Championship,waff_u20_championship,,,,,,2024,,2024
AFC Champions League Elite,afc_champions_league_elite,,,,,,2024,,2024
CAFA U17 Championship,cafa_u17_championship,,,,,,2024,,2024
AFC Challenge League Qualifying,afc_challenge_league_qualifying,,,,,,2024,,2024
AFC Champions League Two Qualifying,afc_champions_league_two_qualifying,,,,,,2024,,2024
AFC Champions League Elite Qualifying,afc_champions_league_elite_qualifying,,,,,,2024,,2024
AFC Champions League Two,afc_champions_league_two,,,,,,2024,,2024
AFC Challenge League,afc_challenge_league,,,,,,2024,,2024
OFC-Champions League,ofc_champions_league,,,,,,2024,,2024
OFC Professional League,ofc_professional_league,,,,,,2024,,2024
OFC-Champions League Preliminary,ofc_champions_league_preliminary,,,,,,2024,,2024
U16-OFC-Championship,u16_ofc_championship,,,,,,2024,,2024
ASEAN U19 Boys Championship,asean_u19_boys_championship,,,,,,2024,,2024
ASEAN U17 Boys Championship,asean_u17_boys_championship,,,,,,2024,,2024
AFC U23 Asian Cup Qualification,afc_u23_asian_cup_qualification,,,,,,2024,,2024
AFC U23 Asian Cup,afc_u23_asian_cup,,,,,,2024,,2024
South Asian Football Federation Championship,south_asian_football_federation_championship,,,,,,2024,,2024
SAFF U20 Championship,saff_u20_championship,,,,,,2024,,2024
ASEAN Championship Qualification,asean_championship_qualification,,,,,,2024,,2024
ASEAN Championship,asean_championship,,,,,,2024,,2024
AFC Asian Cup,afc_asian_cup,,,,,,2024,,2024
AFC U17 Asian Cup,afc_u17_asian_cup,,,,,,2024,,2024
AFC U17 Asian Cup Qualification,afc_u17_asian_cup_qualification,,,,,,2024,,2024
CAFA Nations Cup,cafa_nations_cup,,,,,,2024,,2024
2022 ASEAN Championship,2022_asean_championship,,,,,,2024,,2024
FIFA Arab Cup Qualification,fifa_arab_cup_qualification,,,,,,2024,,2024
Intercontinental Cup,intercontinental_cup,,,,,,2024,,2024
AFC Solidarity Cup,afc_solidarity_cup,,,,,,2024,,2024
AFC Challenge Cup Qualifikation (- 2014),afc_challenge_cup_qualifikation_2014,,,,,,2024,,2024
AFC Challenge Cup (- 2014),afc_challenge_cup_2014,,,,,,2024,,2024
WAFF Championship,waff_championship,,,,,,2024,,2024
Arabian Gulf Cup,arabian_gulf_cup,,,,,,2024,,2024
FIFA Arab Cup,fifa_arab_cup,,,,,,2024,,2024
East Asian Football Championship,east_asian_football_championship,,,,,,2024,,2024
OFC Nations Cup,ofc_nations_cup,,,,,,2024,,2024
Asian Cup qualification,asian_cup_qualification,,,,,,2024,,2024
Premier League,first_tier,England,GB1,20.0,528.0,,2024,,2024
Championship,second_tier,England,GB1,20.0,528.0,,2024,,2024
League One,third_tier,England,GB1,20.0,528.0,,2024,,2024
FA Cup,domestic_cup,England,GB1,20.0,528.0,,2024,,2024
Community Shield,domestic_super_cup,England,GB1,20.0,528.0,,2024,,2024
LaLiga,first_tier,Spain,ES1,20.0,520.0,,2024,,2024
LaLiga2,second_tier,Spain,ES1,20.0,520.0,,2024,,2024
Primera Federación - Gr. I,third_tier,Spain,ES1,20.0,520.0,,2024,,2024
Copa del Rey,domestic_cup,Spain,ES1,20.0,520.0,,2024,,2024
Supercopa,domestic_super_cup,Spain,ES1,20.0,520.0,,2024,,2024
Serie A,first_tier,Italy,IT1,20.0,535.0,,2024,,2024
Serie B,second_tier,Italy,IT1,20.0,535.0,,2024,,2024
Serie C - C,third_tier,Italy,IT1,20.0,535.0,,2024,,2024
Italy Cup,domestic_cup,Italy,IT1,20.0,535.0,,2024,,2024
Supercoppa Italiana,domestic_super_cup,Italy,IT1,20.0,535.0,,2024,,2024
Ligue 1,first_tier,France,FR1,18.0,479.0,,2024,,2024
Ligue 2,second_tier,France,FR1,18.0,479.0,,2024,,2024
Championnat National,third_tier,France,FR1,18.0,479.0,,2024,,2024
Coupe de France,domestic_cup,France,FR1,18.0,479.0,,2024,,2024
Trophée des Champions,domestic_super_cup,France,FR1,18.0,479.0,,2024,,2024
Liga Portugal,first_tier,Portugal,PO1,18.0,486.0,,2024,,2024
Liga Portugal 2,second_tier,Portugal,PO1,18.0,486.0,,2024,,2024
Liga 3,third_tier,Portugal,PO1,18.0,486.0,,2024,,2024
Taça de Portugal,domestic_cup,Portugal,PO1,18.0,486.0,,2024,,2024
Supertaça,domestic_super_cup,Portugal,PO1,18.0,486.0,,2024,,2024
Süper Lig,first_tier,Türkiye,TR1,18.0,515.0,,2024,,2024
1.Lig,second_tier,Türkiye,TR1,18.0,515.0,,2024,,2024
2.Lig Kirmizi,third_tier,Türkiye,TR1,18.0,515.0,,2024,,2024
Türkiye Kupasi,domestic_cup,Türkiye,TR1,18.0,515.0,,2024,,2024
TFF Süper Kupa,domestic_super_cup,Türkiye,TR1,18.0,515.0,,2024,,2024
Premier Liga,first_tier,Ukraine,UKR1,16.0,439.0,423980000.0,2024,,2024
Persha Liga,second_tier,Ukraine,UKR1,16.0,439.0,423980000.0,2024,,2024
Druga Liga,third_tier,Ukraine,UKR1,16.0,439.0,423980000.0,2024,,2024
Ukrainian Cup,domestic_cup,Ukraine,UKR1,16.0,439.0,423980000.0,2024,,2024
Premier Liga,first_tier,Russia,RU1,16.0,450.0,,2024,,2024
1.Division,second_tier,Russia,RU1,16.0,450.0,,2024,,2024
2. Division A (Phase 2),third_tier,Russia,RU1,16.0,450.0,,2024,,2024
Russian Cup,domestic_cup,Russia,RU1,16.0,450.0,,2024,,2024
Russian Super Cup,domestic_super_cup,Russia,RU1,16.0,450.0,,2024,,2024
Eredivisie,first_tier,Netherlands,NL1,18.0,498.0,,2024,,2024
Keuken Kampioen Divisie,second_tier,Netherlands,NL1,18.0,498.0,,2024,,2024
Tweede Divisie,third_tier,Netherlands,NL1,18.0,498.0,,2024,,2024
KNVB Beker,domestic_cup,Netherlands,NL1,18.0,498.0,,2024,,2024
Johan Cruijff Schaal,domestic_super_cup,Netherlands,NL1,18.0,498.0,,2024,,2024
Jupiler Pro League,first_tier,Belgium,BE1,16.0,452.0,,2024,,2024
Challenger Pro League,second_tier,Belgium,BE1,16.0,452.0,,2024,,2024
1ste Nationale ACFF,third_tier,Belgium,BE1,16.0,452.0,,2024,,2024
Croky Cup,domestic_cup,Belgium,BE1,16.0,452.0,,2024,,2024
Volkswagen Supercup,domestic_super_cup,Belgium,BE1,16.0,452.0,,2024,,2024
Chance Liga,first_tier,Czech Republic,TS1,16.0,465.0,413160000.0,2024,,2024
ChNL,second_tier,Czech Republic,TS1,16.0,465.0,413160000.0,2024,,2024
CFL,third_tier,Czech Republic,TS1,16.0,465.0,413160000.0,2024,,2024
MOL Cup,domestic_cup,Czech Republic,TS1,16.0,465.0,413160000.0,2024,,2024
Super League 1,first_tier,Greece,GR1,14.0,437.0,539580000.0,2024,,2024
Super League 2,second_tier,Greece,GR1,14.0,437.0,539580000.0,2024,,2024
Kypello Elladas,domestic_cup,Greece,GR1,14.0,437.0,539580000.0,2024,,2024
Super Cup,domestic_super_cup,Greece,GR1,14.0,437.0,539580000.0,2024,,2024
Premiership,first_tier,Scotland,SC1,12.0,324.0,394150000.0,2024,,2024
Championship,second_tier,Scotland,SC1,12.0,324.0,394150000.0,2024,,2024
League One,third_tier,Scotland,SC1,12.0,324.0,394150000.0,2024,,2024
SFA Cup,domestic_cup,Scotland,SC1,12.0,324.0,394150000.0,2024,,2024
Super liga Srbije,first_tier,Serbia,SER1,16.0,476.0,314750000.0,2024,,2024
Prva liga Srbije,second_tier,Serbia,SER1,16.0,476.0,314750000.0,2024,,2024
Kup Srbije,domestic_cup,Serbia,SER1,16.0,476.0,314750000.0,2024,,2024
Superliga,first_tier,Denmark,DK1,12.0,324.0,409400000.0,2024,,2024
1.Division,second_tier,Denmark,DK1,12.0,324.0,409400000.0,2024,,2024
2.Division,third_tier,Denmark,DK1,12.0,324.0,409400000.0,2024,,2024
Oddset Pokalen,domestic_cup,Denmark,DK1,12.0,324.0,409400000.0,2024,,2024
Ekstraklasa,first_tier,Poland,PL1,18.0,518.0,388680000.0,2024,,2024
Betclic 1 Liga,second_tier,Poland,PL1,18.0,518.0,388680000.0,2024,,2024
Betclic 2 Liga,third_tier,Poland,PL1,18.0,518.0,388680000.0,2024,,2024
STS Polish Cup,domestic_cup,Poland,PL1,18.0,518.0,388680000.0,2024,,2024
Superpuchar,domestic_super_cup,Poland,PL1,18.0,518.0,388680000.0,2024,,2024
Bundesliga,first_tier,Germany,L1,18.0,517.0,,2024,,2024
2. Bundesliga,second_tier,Germany,L1,18.0,517.0,,2024,,2024
3. Liga,third_tier,Germany,L1,18.0,517.0,,2024,,2024
DFB-Pokal,domestic_cup,Germany,L1,18.0,517.0,,2024,,2024
DFL-Supercup,domestic_super_cup,Germany,L1,18.0,517.0,,2024,,2024
Eliteserien,first_tier,Norway,NO1,16.0,416.0,339630000.0,2024,,2024
OBOS-ligaen,second_tier,Norway,NO1,16.0,416.0,339630000.0,2024,,2024
PostNord-ligaen Avd. 2,third_tier,Norway,NO1,16.0,416.0,339630000.0,2024,,2024
NM-Cup,domestic_cup,Norway,NO1,16.0,416.0,339630000.0,2024,,2024
Allsvenskan,first_tier,Sweden,SE1,16.0,427.0,241060000.0,2024,,2024
Superettan,second_tier,Sweden,SE1,16.0,427.0,241060000.0,2024,,2024
Ettan Norra,third_tier,Sweden,SE1,16.0,427.0,241060000.0,2024,,2024
Svenska Cupen,domestic_cup,Sweden,SE1,16.0,427.0,241060000.0,2024,,2024
Bundesliga,first_tier,Austria,A1,12.0,345.0,359260000.0,2024,,2024
2. Liga,second_tier,Austria,A1,12.0,345.0,359260000.0,2024,,2024
Regional League Central,third_tier,Austria,A1,12.0,345.0,359260000.0,2024,,2024
ÖFB-Cup,domestic_cup,Austria,A1,12.0,345.0,359260000.0,2024,,2024
efbet Liga,first_tier,Bulgaria,BU1,16.0,406.0,198740000.0,2024,,2024
Vtora Liga,second_tier,Bulgaria,BU1,16.0,406.0,198740000.0,2024,,2024
Bulgarian Cup,domestic_cup,Bulgaria,BU1,16.0,406.0,198740000.0,2024,,2024
Bulgarian Super Cup,domestic_super_cup,Bulgaria,BU1,16.0,406.0,198740000.0,2024,,2024
Ligat ha'Al,first_tier,Israel,ISR1,14.0,384.0,167900000.0,2024,,2024
Liga Leumit,second_tier,Israel,ISR1,14.0,384.0,167900000.0,2024,,2024
Gvia haMedina,domestic_cup,Israel,ISR1,14.0,384.0,167900000.0,2024,,2024
Aluf haAlufim,domestic_super_cup,Israel,ISR1,14.0,384.0,167900000.0,2024,,2024
SuperLiga,first_tier,Romania,RO1,16.0,477.0,239080000.0,2024,,2024
Liga 2,second_tier,Romania,RO1,16.0,477.0,239080000.0,2024,,2024
Romanian Cup,domestic_cup,Romania,RO1,16.0,477.0,239080000.0,2024,,2024
Romanian Supercup,domestic_super_cup,Romania,RO1,16.0,477.0,239080000.0,2024,,2024
Super League,first_tier,Switzerland,C1,12.0,344.0,384500000.0,2024,,2024
Challenge League,second_tier,Switzerland,C1,12.0,344.0,384500000.0,2024,,2024
Promotion League,third_tier,Switzerland,C1,12.0,344.0,384500000.0,2024,,2024
Swiss Cup,domestic_cup,Switzerland,C1,12.0,344.0,384500000.0,2024,,2024
SuperSport HNL,first_tier,Croatia,KR1,10.0,300.0,201550000.0,2024,,2024
Prva NL,second_tier,Croatia,KR1,10.0,300.0,201550000.0,2024,,2024
Hrvatski nogometni kup,domestic_cup,Croatia,KR1,10.0,300.0,201550000.0,2024,,2024
MLS,first_tier,United States,MLS1,30.0,862.0,,2024,,2024
USLC,second_tier,United States,MLS1,30.0,862.0,,2024,,2024
MLS Next Pro,third_tier,United States,MLS1,30.0,862.0,,2024,,2024
US Open Cup,domestic_cup,United States,MLS1,30.0,862.0,,2024,,2024
LigaPro Serie A,first_tier,Ecuador,EC1N,16.0,447.0,162040000.0,2024,,2024
Liga Pro Serie B,second_tier,Ecuador,EC1N,16.0,447.0,162040000.0,2024,,2024
Copa Ecuador,domestic_cup,Ecuador,EC1N,16.0,447.0,162040000.0,2024,,2024
Supercopa Ecuador,domestic_super_cup,Ecuador,EC1N,16.0,447.0,162040000.0,2024,,2024
Liga AUF Apertura,first_tier,Uruguay,URU1,16.0,471.0,167850000.0,2024,,2024
Torneo Competencia,second_tier,Uruguay,URU1,16.0,471.0,167850000.0,2024,,2024
Supercopa ,domestic_super_cup,Uruguay,URU1,16.0,471.0,167850000.0,2024,,2024
Liga DIMAYOR I,first_tier,Colombia,COLP,20.0,525.0,205080000.0,2024,,2024
Torneo DIMAYOR I,second_tier,Colombia,COLP,20.0,525.0,205080000.0,2024,,2024
Copa Colombia,domestic_cup,Colombia,COLP,20.0,525.0,205080000.0,2024,,2024
Superliga Águila de Campeones,domestic_super_cup,Colombia,COLP,20.0,525.0,205080000.0,2024,,2024
Liga Primera,first_tier,Chile,CLPD,16.0,423.0,161080000.0,2024,,2024
Liga de Ascenso,second_tier,Chile,CLPD,16.0,423.0,161080000.0,2024,,2024
Segunda División,third_tier,Chile,CLPD,16.0,423.0,161080000.0,2024,,2024
Copa Chile,domestic_cup,Chile,CLPD,16.0,423.0,161080000.0,2024,,2024
Supercopa de Chile,domestic_super_cup,Chile,CLPD,16.0,423.0,161080000.0,2024,,2024
Torneo Apertura ,first_tier,Argentina,ARG1,30.0,916.0,965930000.0,2024,,2024
Primera Nacional,second_tier,Argentina,ARG1,30.0,916.0,965930000.0,2024,,2024
Primera B Metropolitana,third_tier,Argentina,ARG1,30.0,916.0,965930000.0,2024,,2024
Copa Argentina,domestic_cup,Argentina,ARG1,30.0,916.0,965930000.0,2024,,2024
Supercopa Internacional,domestic_super_cup,Argentina,ARG1,30.0,916.0,965930000.0,2024,,2024
Liga 1 Apertura,first_tier,Peru,TDeA,18.0,533.0,139770000.0,2024,,2024
Liga 2,second_tier,Peru,TDeA,18.0,533.0,139770000.0,2024,,2024
Liga 3,third_tier,Peru,TDeA,18.0,533.0,139770000.0,2024,,2024
Liga MX Clausura,first_tier,Mexico,MEX1,18.0,472.0,925580000.0,2024,,2024
Liga Expansión MX Cl.,second_tier,Mexico,MEX1,18.0,472.0,925580000.0,2024,,2024
Primera División Apertura,first_tier,Paraguay,PR1A,12.0,371.0,136750000.0,2024,,2024
División Intermedia,second_tier,Paraguay,PR1A,12.0,371.0,136750000.0,2024,,2024
Série A,first_tier,Brazil,BRA1,20.0,658.0,,2024,,2024
Série B,second_tier,Brazil,BRA1,20.0,658.0,,2024,,2024
Série C,third_tier,Brazil,BRA1,20.0,658.0,,2024,,2024
Copa do Brasil,domestic_cup,Brazil,BRA1,20.0,658.0,,2024,,2024
Supercopa Rei,domestic_super_cup,Brazil,BRA1,20.0,658.0,,2024,,2024
División Profesional,first_tier,Bolivia,BO1A,16.0,507.0,89250000.0,2024,,2024
Primera División Apertura,first_tier,Costa Rica,CRPD,10.0,271.0,48270000.0,2024,,2024
Copa de Costa Rica,domestic_cup,Costa Rica,CRPD,10.0,271.0,48270000.0,2024,,2024
Recopa Costa Rica,domestic_super_cup,Costa Rica,CRPD,10.0,271.0,48270000.0,2024,,2024
National League Apertura ,first_tier,Guatemala,GU1A,12.0,323.0,39650000.0,2024,,2024
Primera División Apertura,first_tier,El Salvador,SL1A,12.0,313.0,34060000.0,2024,,2024
Copa El Salvador,domestic_cup,El Salvador,SL1A,12.0,313.0,34060000.0,2024,,2024
Supercopa de El Salvador,domestic_super_cup,El Salvador,SL1A,12.0,313.0,34060000.0,2024,,2024
Liga Nacional Apertura,first_tier,Honduras,HO1A,11.0,325.0,29930000.0,2024,,2024
Liga Panameña Clausura,first_tier,Panama,PN1C,12.0,281.0,29000000.0,2024,,2024
Liga FUTVE Apertura,first_tier,Venezuela,VZ1A,14.0,425.0,84860000.0,2024,,2024
Liga FUTVE 2,second_tier,Venezuela,VZ1A,14.0,425.0,84860000.0,2024,,2024
Premier League,first_tier,Egypt,EGY1,21.0,708.0,183930000.0,2024,,2024
Egypt Cup,domestic_cup,Egypt,EGY1,21.0,708.0,183930000.0,2024,,2024
Egyptian Super Cup,domestic_super_cup,Egypt,EGY1,21.0,708.0,183930000.0,2024,,2024
Botola Pro Inwi,first_tier,Morocco,MAR1,16.0,500.0,146520000.0,2024,,2024
Coupe du Trône Marocaine,domestic_cup,Morocco,MAR1,16.0,500.0,146520000.0,2024,,2024
Betway Premiership,first_tier,South Africa,SFA1,16.0,574.0,154930000.0,2024,,2024
Nedbank Cup,domestic_cup,South Africa,SFA1,16.0,574.0,154930000.0,2024,,2024
Premier League,first_tier,Ethiopia,ETP1,20.0,661.0,32070000.0,2024,,2024
Ligue 1,first_tier,Algeria,ALG1,16.0,420.0,98180000.0,2024,,2024
Coupe d'Algerie,domestic_cup,Algeria,ALG1,16.0,420.0,98180000.0,2024,,2024
Supercoupe d'Algérie,domestic_super_cup,Algeria,ALG1,16.0,420.0,98180000.0,2024,,2024
Ligue 1,first_tier,Tunisia,TUN1,16.0,566.0,90660000.0,2024,,2024
Tunisian Cup,domestic_cup,Tunisia,TUN1,16.0,566.0,90660000.0,2024,,2024
Libyan Premier League,first_tier,Libya,LPL,36.0,1.098,88710000.0,2024,,2024
Premier League,first_tier,Ghana,GHPL,18.0,614.0,26400000.0,2024,,2024
Ligue 1,first_tier,Senegal,SEN1,16.0,547.0,24630000.0,2024,,2024
Uganda Premier League,first_tier,Uganda,UGL1,16.0,502.0,34720000.0,2024,,2024
NPFL,first_tier,Nigeria,NPFL,20.0,849.0,1360000.0,2024,,2024
D1 Comores,first_tier,Comoros,COM1,30.0,889.0,,2024,,2024
Saudi Pro League,first_tier,Saudi Arabia,SA1,18.0,502.0,,2024,,2024
Saudi First Division League,second_tier,Saudi Arabia,SA1,18.0,502.0,,2024,,2024
King's Cup,domestic_cup,Saudi Arabia,SA1,18.0,502.0,,2024,,2024
Saudi Super Cup,domestic_super_cup,Saudi Arabia,SA1,18.0,502.0,,2024,,2024
Stars League,first_tier,Qatar,QSL,12.0,353.0,360600000.0,2024,,2024
Qatari Second Division,second_tier,Qatar,QSL,12.0,353.0,360600000.0,2024,,2024
Amir Cup,domestic_cup,Qatar,QSL,12.0,353.0,360600000.0,2024,,2024
UAE Pro League,first_tier,United Arab Emirates,UAE1,14.0,426.0,361440000.0,2024,,2024
UAE President's Cup,domestic_cup,United Arab Emirates,UAE1,14.0,426.0,361440000.0,2024,,2024
UAE Super Cup,domestic_super_cup,United Arab Emirates,UAE1,14.0,426.0,361440000.0,2024,,2024
Persian Gulf League,first_tier,Iran,IRN1,16.0,490.0,132880000.0,2024,,2024
Azadegan League,second_tier,Iran,IRN1,16.0,490.0,132880000.0,2024,,2024
League 2,third_tier,Iran,IRN1,16.0,490.0,132880000.0,2024,,2024
Hazfi Cup,domestic_cup,Iran,IRN1,16.0,490.0,132880000.0,2024,,2024
Iran Super Cup,domestic_super_cup,Iran,IRN1,16.0,490.0,132880000.0,2024,,2024
A-League Men,first_tier,Australia,AUS1,12.0,378.0,105250000.0,2024,,2024
NPL Victoria,second_tier,Australia,AUS1,12.0,378.0,105250000.0,2024,,2024
Superliga,first_tier,Uzbekistan,UZ1,16.0,403.0,96180000.0,2024,,2024
O'zbekiston Pro Liga,second_tier,Uzbekistan,UZ1,16.0,403.0,96180000.0,2024,,2024
Uzbekistan Cup,domestic_cup,Uzbekistan,UZ1,16.0,403.0,96180000.0,2024,,2024
Uzbekistan Supercup,domestic_super_cup,Uzbekistan,UZ1,16.0,403.0,96180000.0,2024,,2024
Super League,first_tier,China,CSL,16.0,513.0,165510000.0,2024,,2024
League One,second_tier,China,CSL,16.0,513.0,165510000.0,2024,,2024
League Two A,third_tier,China,CSL,16.0,513.0,165510000.0,2024,,2024
Chinese FA Cup,domestic_cup,China,CSL,16.0,513.0,165510000.0,2024,,2024
Chinese Super Cup,domestic_super_cup,China,CSL,16.0,513.0,165510000.0,2024,,2024
J1 League,first_tier,Japan,JAP1,20.0,697.0,310080000.0,2024,,2024
J2 League,second_tier,Japan,JAP1,20.0,697.0,310080000.0,2024,,2024
J3 League,third_tier,Japan,JAP1,20.0,697.0,310080000.0,2024,,2024
Emperor's Cup,domestic_cup,Japan,JAP1,20.0,697.0,310080000.0,2024,,2024
K League 1,first_tier,"Korea, South",RSK1,12.0,435.0,122650000.0,2024,,2024
K League 2,second_tier,"Korea, South",RSK1,12.0,435.0,122650000.0,2024,,2024
K3 League,third_tier,"Korea, South",RSK1,12.0,435.0,122650000.0,2024,,2024
Korean Super Cup,domestic_super_cup,"Korea, South",RSK1,12.0,435.0,122650000.0,2024,,2024
Iraq Stars League,first_tier,Iraq,IRQ1,20.0,602.0,94840000.0,2024,,2024
Iraq FA Cup,domestic_cup,Iraq,IRQ1,20.0,602.0,94840000.0,2024,,2024
Super League,first_tier,Indonesia,IN1L,18.0,580.0,87670000.0,2024,,2024
Championship,second_tier,Indonesia,IN1L,18.0,580.0,87670000.0,2024,,2024
Liga Nusantara,third_tier,Indonesia,IN1L,18.0,580.0,87670000.0,2024,,2024
Super League,first_tier,Malaysia,MYS1,13.0,399.0,56920000.0,2024,,2024
Piala Malaysia,domestic_cup,Malaysia,MYS1,13.0,399.0,56920000.0,2024,,2024
