competition_name,competition_type,country_name,country_code,total_clubs,total_players,total_value,source_league,season_id,competition_code
Johan Cruijff Schaal,domestic_super_cup,Netherlands,NL1,18.0,498.0,,2025,,2025
Bundesliga,first_tier,Germany,L1,18.0,517.0,,2025,,2025
2. Bundesliga,second_tier,Germany,L1,18.0,517.0,,2025,,2025
3. Liga,third_tier,Germany,L1,18.0,517.0,,2025,,2025
DFB-Pokal,domestic_cup,Germany,L1,18.0,517.0,,2025,,2025
DFL-Supercup,domestic_super_cup,Germany,L1,18.0,517.0,,2025,,2025
Premier Liga,first_tier,Ukraine,UKR1,16.0,439.0,423980000.0,2025,,2025
Persha Liga,second_tier,Ukraine,UKR1,16.0,439.0,423980000.0,2025,,2025
Druga Liga,third_tier,Ukraine,UKR1,16.0,439.0,423980000.0,2025,,2025
Ukrainian Cup,domestic_cup,Ukraine,UKR1,16.0,439.0,423980000.0,2025,,2025
Premiership,first_tier,Scotland,SC1,12.0,324.0,394150000.0,2025,,2025
Championship,second_tier,Scotland,SC1,12.0,324.0,394150000.0,2025,,2025
League One,third_tier,Scotland,SC1,12.0,324.0,394150000.0,2025,,2025
SFA Cup,domestic_cup,Scotland,SC1,12.0,324.0,394150000.0,2025,,2025
Superliga,first_tier,Denmark,DK1,12.0,324.0,409400000.0,2025,,2025
1.Division,second_tier,Denmark,DK1,12.0,324.0,409400000.0,2025,,2025
2.Division,third_tier,Denmark,DK1,12.0,324.0,409400000.0,2025,,2025
Oddset Pokalen,domestic_cup,Denmark,DK1,12.0,324.0,409400000.0,2025,,2025
Ekstraklasa,first_tier,Poland,PL1,18.0,518.0,388680000.0,2025,,2025
Betclic 1 Liga,second_tier,Poland,PL1,18.0,518.0,388680000.0,2025,,2025
Betclic 2 Liga,third_tier,Poland,PL1,18.0,518.0,388680000.0,2025,,2025
STS Polish Cup,domestic_cup,Poland,PL1,18.0,518.0,388680000.0,2025,,2025
Superpuchar,domestic_super_cup,Poland,PL1,18.0,518.0,388680000.0,2025,,2025
Super League,first_tier,Switzerland,C1,12.0,344.0,384500000.0,2025,,2025
Challenge League,second_tier,Switzerland,C1,12.0,344.0,384500000.0,2025,,2025
Promotion League,third_tier,Switzerland,C1,12.0,344.0,384500000.0,2025,,2025
Swiss Cup,domestic_cup,Switzerland,C1,12.0,344.0,384500000.0,2025,,2025
Bundesliga,first_tier,Austria,A1,12.0,345.0,359260000.0,2025,,2025
2. Liga,second_tier,Austria,A1,12.0,345.0,359260000.0,2025,,2025
Regional League Central,third_tier,Austria,A1,12.0,345.0,359260000.0,2025,,2025
ÖFB-Cup,domestic_cup,Austria,A1,12.0,345.0,359260000.0,2025,,2025
Chance Liga,first_tier,Czech Republic,TS1,16.0,465.0,413160000.0,2025,,2025
ChNL,second_tier,Czech Republic,TS1,16.0,465.0,413160000.0,2025,,2025
CFL,third_tier,Czech Republic,TS1,16.0,465.0,413160000.0,2025,,2025
MOL Cup,domestic_cup,Czech Republic,TS1,16.0,465.0,413160000.0,2025,,2025
Super League 1,first_tier,Greece,GR1,14.0,437.0,539580000.0,2025,,2025
Super League 2,second_tier,Greece,GR1,14.0,437.0,539580000.0,2025,,2025
Kypello Elladas,domestic_cup,Greece,GR1,14.0,437.0,539580000.0,2025,,2025
Super Cup,domestic_super_cup,Greece,GR1,14.0,437.0,539580000.0,2025,,2025
Eliteserien,first_tier,Norway,NO1,16.0,416.0,339630000.0,2025,,2025
OBOS-ligaen,second_tier,Norway,NO1,16.0,416.0,339630000.0,2025,,2025
PostNord-ligaen Avd. 2,third_tier,Norway,NO1,16.0,416.0,339630000.0,2025,,2025
NM-Cup,domestic_cup,Norway,NO1,16.0,416.0,339630000.0,2025,,2025
SuperLiga,first_tier,Romania,RO1,16.0,477.0,239080000.0,2025,,2025
Liga 2,second_tier,Romania,RO1,16.0,477.0,239080000.0,2025,,2025
Romanian Cup,domestic_cup,Romania,RO1,16.0,477.0,239080000.0,2025,,2025
Romanian Supercup,domestic_super_cup,Romania,RO1,16.0,477.0,239080000.0,2025,,2025
Allsvenskan,first_tier,Sweden,SE1,16.0,427.0,241060000.0,2025,,2025
Superettan,second_tier,Sweden,SE1,16.0,427.0,241060000.0,2025,,2025
Ettan Norra,third_tier,Sweden,SE1,16.0,427.0,241060000.0,2025,,2025
Svenska Cupen,domestic_cup,Sweden,SE1,16.0,427.0,241060000.0,2025,,2025
SuperSport HNL,first_tier,Croatia,KR1,10.0,300.0,201550000.0,2025,,2025
Prva NL,second_tier,Croatia,KR1,10.0,300.0,201550000.0,2025,,2025
Hrvatski nogometni kup,domestic_cup,Croatia,KR1,10.0,300.0,201550000.0,2025,,2025
Saudi Pro League,first_tier,Saudi Arabia,SA1,18.0,502.0,,2025,,2025
Saudi First Division League,second_tier,Saudi Arabia,SA1,18.0,502.0,,2025,,2025
King's Cup,domestic_cup,Saudi Arabia,SA1,18.0,502.0,,2025,,2025
Saudi Super Cup,domestic_super_cup,Saudi Arabia,SA1,18.0,502.0,,2025,,2025
Stars League,first_tier,Qatar,QSL,12.0,353.0,360600000.0,2025,,2025
Qatari Second Division,second_tier,Qatar,QSL,12.0,353.0,360600000.0,2025,,2025
Amir Cup,domestic_cup,Qatar,QSL,12.0,353.0,360600000.0,2025,,2025
J1 League,first_tier,Japan,JAP1,20.0,697.0,310080000.0,2025,,2025
J2 League,second_tier,Japan,JAP1,20.0,697.0,310080000.0,2025,,2025
J3 League,third_tier,Japan,JAP1,20.0,697.0,310080000.0,2025,,2025
Emperor's Cup,domestic_cup,Japan,JAP1,20.0,697.0,310080000.0,2025,,2025
Persian Gulf League,first_tier,Iran,IRN1,16.0,490.0,132880000.0,2025,,2025
Azadegan League,second_tier,Iran,IRN1,16.0,490.0,132880000.0,2025,,2025
League 2,third_tier,Iran,IRN1,16.0,490.0,132880000.0,2025,,2025
Hazfi Cup,domestic_cup,Iran,IRN1,16.0,490.0,132880000.0,2025,,2025
Iran Super Cup,domestic_super_cup,Iran,IRN1,16.0,490.0,132880000.0,2025,,2025
K League 1,first_tier,"Korea, South",RSK1,12.0,435.0,122650000.0,2025,,2025
K League 2,second_tier,"Korea, South",RSK1,12.0,435.0,122650000.0,2025,,2025
K3 League,third_tier,"Korea, South",RSK1,12.0,435.0,122650000.0,2025,,2025
Korean Super Cup,domestic_super_cup,"Korea, South",RSK1,12.0,435.0,122650000.0,2025,,2025
UAE Pro League,first_tier,United Arab Emirates,UAE1,14.0,426.0,361440000.0,2025,,2025
UAE President's Cup,domestic_cup,United Arab Emirates,UAE1,14.0,426.0,361440000.0,2025,,2025
UAE Super Cup,domestic_super_cup,United Arab Emirates,UAE1,14.0,426.0,361440000.0,2025,,2025
A-League Men,first_tier,Australia,AUS1,12.0,378.0,105250000.0,2025,,2025
NPL Victoria,second_tier,Australia,AUS1,12.0,378.0,105250000.0,2025,,2025
Iraq Stars League,first_tier,Iraq,IRQ1,20.0,602.0,94840000.0,2025,,2025
Iraq FA Cup,domestic_cup,Iraq,IRQ1,20.0,602.0,94840000.0,2025,,2025
Super League,first_tier,China,CSL,16.0,513.0,165510000.0,2025,,2025
League One,second_tier,China,CSL,16.0,513.0,165510000.0,2025,,2025
League Two A,third_tier,China,CSL,16.0,513.0,165510000.0,2025,,2025
Chinese FA Cup,domestic_cup,China,CSL,16.0,513.0,165510000.0,2025,,2025
Chinese Super Cup,domestic_super_cup,China,CSL,16.0,513.0,165510000.0,2025,,2025
Superliga,first_tier,Uzbekistan,UZ1,16.0,403.0,93430000.0,2025,,2025
O'zbekiston Pro Liga,second_tier,Uzbekistan,UZ1,16.0,403.0,93430000.0,2025,,2025
Uzbekistan Cup,domestic_cup,Uzbekistan,UZ1,16.0,403.0,93430000.0,2025,,2025
Uzbekistan Supercup,domestic_super_cup,Uzbekistan,UZ1,16.0,403.0,93430000.0,2025,,2025
Super liga Srbije,first_tier,Serbia,SER1,16.0,476.0,314750000.0,2025,,2025
Prva liga Srbije,second_tier,Serbia,SER1,16.0,476.0,314750000.0,2025,,2025
Kup Srbije,domestic_cup,Serbia,SER1,16.0,476.0,314750000.0,2025,,2025
Ligat ha'Al,first_tier,Israel,ISR1,14.0,384.0,167900000.0,2025,,2025
Liga Leumit,second_tier,Israel,ISR1,14.0,384.0,167900000.0,2025,,2025
Gvia haMedina,domestic_cup,Israel,ISR1,14.0,384.0,167900000.0,2025,,2025
Aluf haAlufim,domestic_super_cup,Israel,ISR1,14.0,384.0,167900000.0,2025,,2025
Super League,first_tier,Indonesia,IN1L,18.0,580.0,87670000.0,2025,,2025
Championship,second_tier,Indonesia,IN1L,18.0,580.0,87670000.0,2025,,2025
Liga Nusantara,third_tier,Indonesia,IN1L,18.0,580.0,87670000.0,2025,,2025
Jindal League,first_tier,Oman,OM1L,14.0,515.0,39740000.0,2025,,2025
V.League 1,first_tier,Vietnam,VIE1,14.0,446.0,56500000.0,2025,,2025
Vietnam Cup,domestic_cup,Vietnam,VIE1,14.0,446.0,56500000.0,2025,,2025
efbet Liga,first_tier,Bulgaria,BU1,16.0,406.0,198740000.0,2025,,2025
Vtora Liga,second_tier,Bulgaria,BU1,16.0,406.0,198740000.0,2025,,2025
Bulgarian Cup,domestic_cup,Bulgaria,BU1,16.0,406.0,198740000.0,2025,,2025
Bulgarian Super Cup,domestic_super_cup,Bulgaria,BU1,16.0,406.0,198740000.0,2025,,2025
Indian Super League,first_tier,India,IND1,14.0,396.0,37200000.0,2025,,2025
Indian Football League,second_tier,India,IND1,14.0,396.0,37200000.0,2025,,2025
I-League 2,third_tier,India,IND1,14.0,396.0,37200000.0,2025,,2025
Durand Cup,domestic_cup,India,IND1,14.0,396.0,37200000.0,2025,,2025
Super Cup,domestic_super_cup,India,IND1,14.0,396.0,37200000.0,2025,,2025
Lebanese Premier League,first_tier,Lebanon,LIB1,12.0,327.0,32909999.999999996,2025,,2025
Jogorku Liga,first_tier,Kyrgyzstan,KG1L,16.0,434.0,37410000.0,2025,,2025
Kyrgyzstan Cup,domestic_cup,Kyrgyzstan,KG1L,16.0,434.0,37410000.0,2025,,2025
Jordanian Pro League,first_tier,Jordan,JO1L,10.0,300.0,30980000.0,2025,,2025
Thai League,first_tier,Thailand,THA1,16.0,492.0,80930000.0,2025,,2025
Thai League 2,second_tier,Thailand,THA1,16.0,492.0,80930000.0,2025,,2025
Thai FA Cup,domestic_cup,Thailand,THA1,16.0,492.0,80930000.0,2025,,2025
Hong Kong Premier League,first_tier,Hongkong,HGKG,10.0,323.0,20850000.0,2025,,2025
Hong Kong First Division,second_tier,Hongkong,HGKG,10.0,323.0,20850000.0,2025,,2025
Hong Kong Second Division,third_tier,Hongkong,HGKG,10.0,323.0,20850000.0,2025,,2025
Hong Kong FA Cup,domestic_cup,Hongkong,HGKG,10.0,323.0,20850000.0,2025,,2025
Premier League,first_tier,Singapore,SIN1,8.0,197.0,19110000.0,2025,,2025
Singapore Cup,domestic_cup,Singapore,SIN1,8.0,197.0,19110000.0,2025,,2025
Singapore Community Shield,domestic_super_cup,Singapore,SIN1,8.0,197.0,19110000.0,2025,,2025
C. Premier League,first_tier,Cambodia,KHM1,11.0,328.0,17010000.0,2025,,2025
Cambodian Super Cup,domestic_super_cup,Cambodia,KHM1,11.0,328.0,17010000.0,2025,,2025
Vysshaya Liga,first_tier,Tajikistan,TAD1,12.0,286.0,20050000.0,2025,,2025
BFL ,first_tier,Bangladesh,BGD1,10.0,337.0,15230000.0,2025,,2025
Federation Cup,domestic_cup,Bangladesh,BGD1,10.0,337.0,15230000.0,2025,,2025
Bangladesh Super Cup,domestic_super_cup,Bangladesh,BGD1,10.0,337.0,15230000.0,2025,,2025
Super League,first_tier,Malaysia,MYS1,13.0,399.0,56920000.0,2025,,2025
Piala Malaysia,domestic_cup,Malaysia,MYS1,13.0,399.0,56920000.0,2025,,2025
Prva Liga,first_tier,Slovenia,SL2,16.0,395.0,21680000.0,2025,,2025
Druga Liga,second_tier,Slovenia,SL2,16.0,395.0,21680000.0,2025,,2025
Pokal Slovenije,domestic_cup,Slovenia,SL2,16.0,395.0,21680000.0,2025,,2025
NB I.,first_tier,Hungary,UN2,16.0,426.0,37710000.0,2025,,2025
NB II.,second_tier,Hungary,UN2,16.0,426.0,37710000.0,2025,,2025
Magyar Kupa,domestic_cup,Hungary,UN2,16.0,426.0,37710000.0,2025,,2025
Myanmar National League,first_tier,Myanmar,MYA1,12.0,381.0,15730000.0,2025,,2025
Premijer Liga BiH,first_tier,Bosnia-Herzegovina,BOS2,14.0,323.0,19670000.0,2025,,2025
Prva liga FBIH,second_tier,Bosnia-Herzegovina,BOS2,14.0,323.0,19670000.0,2025,,2025
Kup BiH,domestic_cup,Bosnia-Herzegovina,BOS2,14.0,323.0,19670000.0,2025,,2025
Premier League,first_tier,Armenia,ARM2,16.0,489.0,8680000.0,2025,,2025
First League,second_tier,Armenia,ARM2,16.0,489.0,8680000.0,2025,,2025
Armenian Independence Cup,domestic_cup,Armenia,ARM2,16.0,489.0,8680000.0,2025,,2025
Armenian Supercup,domestic_super_cup,Armenia,ARM2,16.0,489.0,8680000.0,2025,,2025
Vysheyshaya Liga,first_tier,Belarus,WER2,18.0,461.0,18480000.0,2025,,2025
Pershaya Liga,second_tier,Belarus,WER2,18.0,461.0,18480000.0,2025,,2025
Belarusian Cup,domestic_cup,Belarus,WER2,18.0,461.0,18480000.0,2025,,2025
Belarusian Super Cup,domestic_super_cup,Belarus,WER2,18.0,461.0,18480000.0,2025,,2025
Niké Liga,first_tier,Slovakia,SK2,16.0,399.0,19030000.0,2025,,2025
MONACObet liga,second_tier,Slovakia,SK2,16.0,399.0,19030000.0,2025,,2025
Slovnaft Cup,domestic_cup,Slovakia,SK2,16.0,399.0,19030000.0,2025,,2025
Besta deild,first_tier,Iceland,IS2,12.0,280.0,8220000.000000001,2025,,2025
Lengjudeild,second_tier,Iceland,IS2,12.0,280.0,8220000.000000001,2025,,2025
2. deild,third_tier,Iceland,IS2,12.0,280.0,8220000.000000001,2025,,2025
Mjólkurbikar,domestic_cup,Iceland,IS2,12.0,280.0,8220000.000000001,2025,,2025
Meistarakeppni,domestic_super_cup,Iceland,IS2,12.0,280.0,8220000.000000001,2025,,2025
Veikkausliiga,first_tier,Finland,FI2,10.0,253.0,4760000.0,2025,,2025
Ykkösliiga,second_tier,Finland,FI2,10.0,253.0,4760000.0,2025,,2025
Ykkönen,third_tier,Finland,FI2,10.0,253.0,4760000.0,2025,,2025
Suomen Cup,domestic_cup,Finland,FI2,10.0,253.0,4760000.0,2025,,2025
Super Liga,first_tier,Moldova,ML1P,6.0,206.0,1850000.0,2025,,2025
Liga 1 (Promotion),second_tier,Moldova,ML1P,6.0,206.0,1850000.0,2025,,2025
Moldovan Cup,domestic_cup,Moldova,ML1P,6.0,206.0,1850000.0,2025,,2025
Erovnuli Liga,first_tier,Georgia,GEO2,10.0,252.0,1230000.0,2025,,2025
Erovnuli Liga 2,second_tier,Georgia,GEO2,10.0,252.0,1230000.0,2025,,2025
David Kipiani Cup,domestic_cup,Georgia,GEO2,10.0,252.0,1230000.0,2025,,2025
Premier Liga,first_tier,Kazakhstan,KAS2,14.0,397.0,1530000.0,2025,,2025
Pervaya Liga,second_tier,Kazakhstan,KAS2,14.0,397.0,1530000.0,2025,,2025
Kazakhstan Cup,domestic_cup,Kazakhstan,KAS2,14.0,397.0,1530000.0,2025,,2025
Kasachischer Supercup,domestic_super_cup,Kazakhstan,KAS2,14.0,397.0,1530000.0,2025,,2025
Cyprus League,first_tier,Cyprus,CYP2,16.0,426.0,975000.0,2025,,2025
2. Division,second_tier,Cyprus,CYP2,16.0,426.0,975000.0,2025,,2025
Kypello Kyprou,domestic_cup,Cyprus,CYP2,16.0,426.0,975000.0,2025,,2025
Cypriot Super Cup,domestic_super_cup,Cyprus,CYP2,16.0,426.0,975000.0,2025,,2025
Meistaradeildin,first_tier,Faroe Islands,FAR2,10.0,352.0,685000.0,2025,,2025
1. deild,second_tier,Faroe Islands,FAR2,10.0,352.0,685000.0,2025,,2025
Løgmanssteypið,domestic_cup,Faroe Islands,FAR2,10.0,352.0,685000.0,2025,,2025
Stórsteypadystur,domestic_super_cup,Faroe Islands,FAR2,10.0,352.0,685000.0,2025,,2025
Kategoria Superiore,first_tier,Albania,ALB2,12.0,300.0,21360000.0,2025,,2025
Kategoria e Parë,second_tier,Albania,ALB2,12.0,300.0,21360000.0,2025,,2025
Kupa e Shqipërisë,domestic_cup,Albania,ALB2,12.0,300.0,21360000.0,2025,,2025
Superkupa e Shqipërisë,domestic_super_cup,Albania,ALB2,12.0,300.0,21360000.0,2025,,2025
Toplyga,first_tier,Lithuania,LTU2,16.0,393.0,400000.0,2025,,2025
I Lyga,second_tier,Lithuania,LTU2,16.0,393.0,400000.0,2025,,2025
Lithuanian Cup,domestic_cup,Lithuania,LTU2,16.0,393.0,400000.0,2025,,2025
Lithuanian Supercup,domestic_super_cup,Lithuania,LTU2,16.0,393.0,400000.0,2025,,2025
Virsliga,first_tier,Latvia,LET2,14.0,413.0,350000.0,2025,,2025
Futbola Pirmā līga,second_tier,Latvia,LET2,14.0,413.0,350000.0,2025,,2025
Premyer Liqa,first_tier,Azerbaijan,AZ1,12.0,307.0,123430000.0,2025,,2025
Azerbaycan Kuboku,domestic_cup,Azerbaijan,AZ1,12.0,307.0,123430000.0,2025,,2025
Prva liga,first_tier,North Macedonia,MAZ1,12.0,292.0,36680000.0,2025,,2025
Kup na Makedonija,domestic_cup,North Macedonia,MAZ1,12.0,292.0,36680000.0,2025,,2025
Premier League Opening Round,first_tier,Malta,MAL2,16.0,452.0,385000.0,2025,,2025
Challenge League,second_tier,Malta,MAL2,16.0,452.0,385000.0,2025,,2025
National Amateur League I,third_tier,Malta,MAL2,16.0,452.0,385000.0,2025,,2025
Jubilee Cup,domestic_cup,Malta,MAL2,16.0,452.0,385000.0,2025,,2025
Maltese Super Cup,domestic_super_cup,Malta,MAL2,16.0,452.0,385000.0,2025,,2025
Premier Division,first_tier,Ireland,IR1,10.0,312.0,32630000.000000004,2025,,2025
First Division,second_tier,Ireland,IR1,10.0,312.0,32630000.000000004,2025,,2025
FAI Cup,domestic_cup,Ireland,IR1,10.0,312.0,32630000.000000004,2025,,2025
President's Cup,domestic_super_cup,Ireland,IR1,10.0,312.0,32630000.000000004,2025,,2025
Meridianbet 1. CFL,first_tier,Montenegro,MNE1,10.0,251.0,29210000.0,2025,,2025
2. CFL,second_tier,Montenegro,MNE1,10.0,251.0,29210000.0,2025,,2025
Montenegro Cup,domestic_cup,Montenegro,MNE1,10.0,251.0,29210000.0,2025,,2025
BGL Ligue,first_tier,Luxembourg,LUX1,16.0,438.0,26130000.0,2025,,2025
Ehrenpromotion,second_tier,Luxembourg,LUX1,16.0,438.0,26130000.0,2025,,2025
Coupe de Luxembourg,domestic_cup,Luxembourg,LUX1,16.0,438.0,26130000.0,2025,,2025
Primera Divisió,first_tier,Andorra,AND2,8.0,280.0,110000.0,2025,,2025
Segona Divisió,second_tier,Andorra,AND2,8.0,280.0,110000.0,2025,,2025
Copa Constitució,domestic_cup,Andorra,AND2,8.0,280.0,110000.0,2025,,2025
Série A,first_tier,Brazil,BRA1,20.0,658.0,,2025,,2025
Série B,second_tier,Brazil,BRA1,20.0,658.0,,2025,,2025
Série C,third_tier,Brazil,BRA1,20.0,658.0,,2025,,2025
Copa do Brasil,domestic_cup,Brazil,BRA1,20.0,658.0,,2025,,2025
Supercopa Rei,domestic_super_cup,Brazil,BRA1,20.0,658.0,,2025,,2025
Premium Liiga,first_tier,Estonia,EST1,10.0,260.0,28140000.0,2025,,2025
Esiliiga,second_tier,Estonia,EST1,10.0,260.0,28140000.0,2025,,2025
Esiliiga B,third_tier,Estonia,EST1,10.0,260.0,28140000.0,2025,,2025
Eesti Karikas,domestic_cup,Estonia,EST1,10.0,260.0,28140000.0,2025,,2025
Eesti Superkarikas,domestic_super_cup,Estonia,EST1,10.0,260.0,28140000.0,2025,,2025
Premiership,first_tier,Northern Ireland,NIR1,12.0,311.0,29960000.0,2025,,2025
Championship ,second_tier,Northern Ireland,NIR1,12.0,311.0,29960000.0,2025,,2025
Intermediate,third_tier,Northern Ireland,NIR1,12.0,311.0,29960000.0,2025,,2025
Irish League Cup,domestic_cup,Northern Ireland,NIR1,12.0,311.0,29960000.0,2025,,2025
NIFL Charity Shield,domestic_super_cup,Northern Ireland,NIR1,12.0,311.0,29960000.0,2025,,2025
Liga MX Clausura,first_tier,Mexico,MEX1,18.0,472.0,925580000.0,2025,,2025
Liga Expansión MX Cl.,second_tier,Mexico,MEX1,18.0,472.0,925580000.0,2025,,2025
Superliga e Kosovës,first_tier,Kosovo,KO1,10.0,277.0,50230000.0,2025,,2025
Kupa e Kosovës,domestic_cup,Kosovo,KO1,10.0,277.0,50230000.0,2025,,2025
Superkupa e Kosovës,domestic_super_cup,Kosovo,KO1,10.0,277.0,50230000.0,2025,,2025
Liga DIMAYOR I,first_tier,Colombia,COLP,20.0,525.0,205080000.0,2025,,2025
Torneo DIMAYOR I,second_tier,Colombia,COLP,20.0,525.0,205080000.0,2025,,2025
Copa Colombia,domestic_cup,Colombia,COLP,20.0,525.0,205080000.0,2025,,2025
